#HD#     0.1820946877E+01     0.1918074783E+02 
    0.4322975000E+00     0.1750811365E-01    -0.7926763218E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1619038045E+04 
    0.8645950000E+00     0.3482510239E-01    -0.3116427994E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5823858851E+03 
    0.1296892500E+01     0.5179634881E-01    -0.6894846101E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3223955141E+03 
    0.1729190000E+01     0.6828928087E-01    -0.1205724667E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2128799646E+03 
    0.2161487500E+01     0.8417978650E-01    -0.1853783664E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1548028283E+03 
    0.2258939532E+01     0.8766664924E-01    -0.2017442862E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1454161483E+03 
    0.2688324732E+01     0.1025621300E+00    -0.2812871955E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1137764760E+03 
    0.3155047776E+01     0.1177951367E+00    -0.3810031057E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9099887679E+02 
    0.3659108663E+01     0.1329803412E+00    -0.5034399276E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7416543951E+02 
    0.4200507394E+01     0.1476524037E+00    -0.6510906919E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6144279563E+02 
    0.4779243968E+01     0.1612577504E+00    -0.8263477760E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5163905850E+02 
    0.5395318385E+01     0.1731460414E+00    -0.1031453237E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4395624379E+02 
