fortran_path,fortran_dir,classification,primary_runtime_module,resolved_dependency_count,unresolved_target_count
feff10/src/SFCONV/mkspectf.f90,SFCONV,runtime_owned,self,2,0
feff10/src/SFCONV/plset.f90,SFCONV,runtime_owned,self,0,0
feff10/src/SFCONV/ppole.f90,SFCONV,runtime_owned,self,2,0
feff10/src/SFCONV/qlimits.f90,SFCONV,runtime_owned,self,1,0
feff10/src/SFCONV/rdeps.f90,SFCONV,runtime_owned,self,2,0
feff10/src/SFCONV/senergies.f90,SFCONV,runtime_owned,self,1,1
feff10/src/SFCONV/sfconv.f90,SFCONV,runtime_owned,self,7,3
feff10/src/SFCONV/sfconvsub.f90,SFCONV,runtime_owned,self,0,0
feff10/src/SFCONV/so2conv.f90,SFCONV,runtime_owned,self,9,0
feff10/src/TDLDA/cdos.f90,TDLDA,migrated_to_rust,multiple,8,0
feff10/src/TDLDA/chiklu.f90,TDLDA,migrated_to_rust,xsph,5,0
feff10/src/TDLDA/correorb.f90,TDLDA,migrated_to_rust,multiple,4,0
feff10/src/TDLDA/dmscf.f90,TDLDA,migrated_to_rust,xsph,3,0
feff10/src/TDLDA/ellfun.f90,TDLDA,migrated_to_rust,none,0,0
feff10/src/TDLDA/getchi0.f90,TDLDA,migrated_to_rust,xsph,13,1
feff10/src/TDLDA/getmat.f90,TDLDA,migrated_to_rust,xsph,0,0
feff10/src/TDLDA/getwf.f90,TDLDA,migrated_to_rust,xsph,7,0
feff10/src/TDLDA/kkchi.f90,TDLDA,migrated_to_rust,xsph,2,0
feff10/src/TDLDA/lipman.f90,TDLDA,migrated_to_rust,xsph,2,0
feff10/src/TDLDA/meshlda.f90,TDLDA,migrated_to_rust,xsph,2,0
feff10/src/TDLDA/phiscf.f90,TDLDA,migrated_to_rust,xsph,9,0
feff10/src/TDLDA/rdpotp.f90,TDLDA,migrated_to_rust,xsph,4,0
feff10/src/TDLDA/ridxmu.f90,TDLDA,migrated_to_rust,xsph,3,1
feff10/src/TDLDA/xsectd.f90,TDLDA,migrated_to_rust,xsph,19,1
feff10/src/TDLDA/yzktd.f90,TDLDA,migrated_to_rust,xsph,2,0
feff10/src/Utility/edgec.f,UTILITY,migrated_to_rust,multiple,7,7
feff10/src/XSPH/acoef.f90,XSPH,runtime_owned,xsph,1,1
feff10/src/XSPH/axafs.f90,XSPH,runtime_owned,xsph,2,0
feff10/src/XSPH/bcoefjas.f90,XSPH,runtime_owned,xsph,1,0
feff10/src/XSPH/besjnjas.f90,XSPH,runtime_owned,xsph,1,0
feff10/src/XSPH/csommjas.f90,XSPH,runtime_owned,xsph,0,0
feff10/src/XSPH/fmssz.f90,XSPH,runtime_owned,xsph,7,0
feff10/src/XSPH/getedg.f90,XSPH,runtime_owned,multiple,3,0
feff10/src/XSPH/getholeorb0.f90,XSPH,runtime_owned,xsph,6,0
feff10/src/XSPH/getoccnorm.f90,XSPH,runtime_owned,xsph,0,0
feff10/src/XSPH/ljneeded0.f90,XSPH,runtime_owned,xsph,0,0
feff10/src/XSPH/m_elam.f90,XSPH,runtime_owned,multiple,0,0
feff10/src/XSPH/mincalc.f90,XSPH,runtime_owned,xsph,0,0
feff10/src/XSPH/phase.f90,XSPH,runtime_owned,xsph,12,1
feff10/src/XSPH/phase_h.f90,XSPH,runtime_owned,xsph,11,1
feff10/src/XSPH/phmesh.f90,XSPH,runtime_owned,xsph,3,1
feff10/src/XSPH/phmesh2.f90,XSPH,runtime_owned,xsph,5,9
feff10/src/XSPH/phmesh2T.f90,XSPH,runtime_owned,xsph,7,2
feff10/src/XSPH/phmeshjas.f90,XSPH,runtime_owned,xsph,3,0
feff10/src/XSPH/qbesselget.f90,XSPH,runtime_owned,xsph,1,0
feff10/src/XSPH/radint.f90,XSPH,runtime_owned,xsph,3,1
feff10/src/XSPH/radjas.f90,XSPH,runtime_owned,xsph,4,1
feff10/src/XSPH/rdgrid.f90,XSPH,runtime_owned,xsph,6,1
feff10/src/XSPH/rexsph.f90,XSPH,runtime_owned,xsph,9,0
feff10/src/XSPH/rholat.f90,XSPH,runtime_owned,xsph,9,1
feff10/src/XSPH/rholsz.f90,XSPH,runtime_owned,xsph,6,1
feff10/src/XSPH/specupd.f90,XSPH,runtime_owned,xsph,2,1
feff10/src/XSPH/specupdatom.f90,XSPH,runtime_owned,xsph,2,1
feff10/src/XSPH/specupdlg.f90,XSPH,runtime_owned,xsph,2,1
feff10/src/XSPH/szlz.f90,XSPH,runtime_owned,xsph,12,0
feff10/src/XSPH/wphase.f90,XSPH,runtime_owned,xsph,4,0
feff10/src/XSPH/wrxsph.f90,XSPH,runtime_owned,multiple,5,0
feff10/src/XSPH/xmult.f90,XSPH,runtime_owned,xsph,1,1
feff10/src/XSPH/xmultjas.f90,XSPH,runtime_owned,xsph,0,0
feff10/src/XSPH/xsect.f90,XSPH,runtime_owned,xsph,22,1
feff10/src/XSPH/xsectjas.f90,XSPH,runtime_owned,xsph,25,1
feff10/src/XSPH/xsph.f90,XSPH,runtime_owned,xsph,14,3
feff10/src/XSPH/xsphsub.f90,XSPH,runtime_owned,xsph,36,1
