natx =      141
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.79059     -1.79059      0.00000   1      2.53228
     -1.79059      0.00000     -1.79059   1      2.53228
     -1.79059      0.00000      1.79059   1      2.53228
     -1.79059      1.79059      0.00000   1      2.53228
      0.00000     -1.79059     -1.79059   1      2.53228
      0.00000     -1.79059      1.79059   1      2.53228
      0.00000      1.79059     -1.79059   1      2.53228
      0.00000      1.79059      1.79059   1      2.53228
      1.79059     -1.79059      0.00000   1      2.53228
      1.79059      0.00000     -1.79059   1      2.53228
      1.79059      0.00000      1.79059   1      2.53228
      1.79059      1.79059      0.00000   1      2.53228
     -3.58117      0.00000      0.00000   1      3.58117
      0.00000     -3.58117      0.00000   1      3.58117
      0.00000      0.00000     -3.58117   1      3.58117
      0.00000      0.00000      3.58117   1      3.58117
      0.00000      3.58117      0.00000   1      3.58117
      3.58117      0.00000      0.00000   1      3.58117
     -3.58117     -1.79059     -1.79059   1      4.38602
     -3.58117     -1.79059      1.79059   1      4.38602
     -1.79059     -3.58117     -1.79059   1      4.38602
     -1.79059     -3.58117      1.79059   1      4.38602
      3.58117     -1.79059      1.79059   1      4.38602
      1.79059      3.58117     -1.79059   1      4.38602
      1.79059      3.58117      1.79059   1      4.38602
      3.58117      1.79059     -1.79059   1      4.38602
     -3.58117      1.79059     -1.79059   1      4.38602
     -3.58117      1.79059      1.79059   1      4.38602
     -1.79059      3.58117     -1.79059   1      4.38602
     -1.79059      3.58117      1.79059   1      4.38602
      3.58117     -1.79059     -1.79059   1      4.38602
      1.79059     -3.58117     -1.79059   1      4.38602
      1.79059     -3.58117      1.79059   1      4.38602
      3.58117      1.79059      1.79059   1      4.38602
      1.79059     -1.79059     -3.58117   1      4.38602
      1.79059     -1.79059      3.58117   1      4.38602
      1.79059      1.79059      3.58117   1      4.38602
     -1.79059     -1.79059     -3.58117   1      4.38602
      1.79059      1.79059     -3.58117   1      4.38602
     -1.79059     -1.79059      3.58117   1      4.38602
     -1.79059      1.79059      3.58117   1      4.38602
     -1.79059      1.79059     -3.58117   1      4.38602
     -3.58117     -3.58117      0.00000   1      5.06454
     -3.58117      0.00000     -3.58117   1      5.06454
     -3.58117      0.00000      3.58117   1      5.06454
     -3.58117      3.58117      0.00000   1      5.06454
      0.00000     -3.58117     -3.58117   1      5.06454
      0.00000     -3.58117      3.58117   1      5.06454
      0.00000      3.58117     -3.58117   1      5.06454
      0.00000      3.58117      3.58117   1      5.06454
      3.58117     -3.58117      0.00000   1      5.06454
      3.58117      0.00000     -3.58117   1      5.06454
      3.58117      0.00000      3.58117   1      5.06454
      3.58117      3.58117      0.00000   1      5.06454
     -5.37176     -1.79059      0.00000   1      5.66233
     -5.37176      0.00000     -1.79059   1      5.66233
     -5.37176      0.00000      1.79059   1      5.66233
     -5.37176      1.79059      0.00000   1      5.66233
     -1.79059     -5.37176      0.00000   1      5.66233
      0.00000     -5.37176     -1.79059   1      5.66233
      0.00000     -5.37176      1.79059   1      5.66233
      1.79059     -5.37176      0.00000   1      5.66233
     -1.79059      0.00000     -5.37176   1      5.66233
      0.00000     -1.79059     -5.37176   1      5.66233
      0.00000      1.79059     -5.37176   1      5.66233
      1.79059      0.00000     -5.37176   1      5.66233
     -1.79059      0.00000      5.37176   1      5.66233
      0.00000     -1.79059      5.37176   1      5.66233
      0.00000      1.79059      5.37176   1      5.66233
      1.79059      0.00000      5.37176   1      5.66233
     -1.79059      5.37176      0.00000   1      5.66233
      0.00000      5.37176     -1.79059   1      5.66233
      0.00000      5.37176      1.79059   1      5.66233
      1.79059      5.37176      0.00000   1      5.66233
      5.37176     -1.79059      0.00000   1      5.66233
      5.37176      0.00000     -1.79059   1      5.66233
      5.37176      0.00000      1.79059   1      5.66233
      5.37176      1.79059      0.00000   1      5.66233
     -3.58117     -3.58117     -3.58117   1      6.20277
     -3.58117     -3.58117      3.58117   1      6.20277
     -3.58117      3.58117     -3.58117   1      6.20277
     -3.58117      3.58117      3.58117   1      6.20277
      3.58117     -3.58117     -3.58117   1      6.20277
      3.58117     -3.58117      3.58117   1      6.20277
      3.58117      3.58117     -3.58117   1      6.20277
      3.58117      3.58117      3.58117   1      6.20277
     -5.37176     -1.79059     -3.58117   1      6.69976
     -5.37176      1.79059     -3.58117   1      6.69976
     -5.37176     -1.79059      3.58117   1      6.69976
     -5.37176      1.79059      3.58117   1      6.69976
     -1.79059     -5.37176     -3.58117   1      6.69976
      1.79059     -5.37176     -3.58117   1      6.69976
     -1.79059     -5.37176      3.58117   1      6.69976
      1.79059     -5.37176      3.58117   1      6.69976
     -1.79059      5.37176     -3.58117   1      6.69976
      1.79059      5.37176     -3.58117   1      6.69976
     -1.79059      5.37176      3.58117   1      6.69976
      1.79059      5.37176      3.58117   1      6.69976
      5.37176     -1.79059     -3.58117   1      6.69976
      5.37176      1.79059     -3.58117   1      6.69976
      5.37176     -1.79059      3.58117   1      6.69976
      5.37176      1.79059      3.58117   1      6.69976
     -3.58117     -1.79059     -5.37176   1      6.69976
     -3.58117      1.79059     -5.37176   1      6.69976
     -3.58117     -1.79059      5.37176   1      6.69976
     -3.58117      1.79059      5.37176   1      6.69976
     -1.79059     -3.58117     -5.37176   1      6.69976
      1.79059     -3.58117     -5.37176   1      6.69976
     -1.79059     -3.58117      5.37176   1      6.69976
      1.79059     -3.58117      5.37176   1      6.69976
     -1.79059      3.58117     -5.37176   1      6.69976
      1.79059      3.58117     -5.37176   1      6.69976
     -1.79059      3.58117      5.37176   1      6.69976
      1.79059      3.58117      5.37176   1      6.69976
      3.58117     -1.79059     -5.37176   1      6.69976
      3.58117      1.79059     -5.37176   1      6.69976
      3.58117     -1.79059      5.37176   1      6.69976
      3.58117      1.79059      5.37176   1      6.69976
     -3.58117     -5.37176     -1.79059   1      6.69976
     -3.58117     -5.37176      1.79059   1      6.69976
     -5.37176     -3.58117     -1.79059   1      6.69976
     -5.37176     -3.58117      1.79059   1      6.69976
     -3.58117      5.37176     -1.79059   1      6.69976
     -3.58117      5.37176      1.79059   1      6.69976
     -5.37176      3.58117     -1.79059   1      6.69976
     -5.37176      3.58117      1.79059   1      6.69976
      5.37176     -3.58117     -1.79059   1      6.69976
      5.37176     -3.58117      1.79059   1      6.69976
      3.58117     -5.37176     -1.79059   1      6.69976
      3.58117     -5.37176      1.79059   1      6.69976
      5.37176      3.58117     -1.79059   1      6.69976
      5.37176      3.58117      1.79059   1      6.69976
      3.58117      5.37176     -1.79059   1      6.69976
      3.58117      5.37176      1.79059   1      6.69976
     -7.16235      0.00000      0.00000   1      7.16235
      0.00000     -7.16235      0.00000   1      7.16235
      0.00000      0.00000     -7.16235   1      7.16235
      0.00000      0.00000      7.16235   1      7.16235
      0.00000      7.16235      0.00000   1      7.16235
      7.16235      0.00000      0.00000   1      7.16235
