#HD#     0.1832703992E+01     0.1899647240E+02 
    0.3809984030E-01     0.1529872081E-02    -0.6363213270E-05     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5987515849E+05 
    0.1523993612E+00     0.6152455720E-02    -0.1012831993E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7523427491E+04 
    0.3428985627E+00     0.1383912997E-01    -0.5086800462E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2246982593E+04 
    0.6095974449E+00     0.2454105781E-01    -0.1590246718E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9583378447E+03 
    0.9524960076E+00     0.3814722998E-01    -0.3829427191E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4974613487E+03 
    0.1371594251E+01     0.5444634443E-01    -0.7811160376E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2926569560E+03 
    0.1866892175E+01     0.7308315899E-01    -0.1419894279E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1878300984E+03 
    0.2438389779E+01     0.9351177403E-01    -0.2371052321E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1285499774E+03 
    0.3086087065E+01     0.1149476321E+00    -0.3709305005E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9244280593E+02 
    0.3809984030E+01     0.1363191218E+00    -0.5509784865E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6914941551E+02 
    0.4610080677E+01     0.1562186987E+00    -0.7845430260E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5341940843E+02 
    0.5486377004E+01     0.1728525038E+00    -0.1078416127E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4239533075E+02 
    0.6438873011E+01     0.1839866364E+00    -0.1438565428E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3442998937E+02 
    0.7467568700E+01     0.1868875408E+00    -0.1869746587E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2852781056E+02 
    0.8572464068E+01     0.1782533924E+00    -0.2375020670E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2406284761E+02 
    0.9753559118E+01     0.1541328850E+00    -0.2955143892E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2062835067E+02 
    0.1101085385E+02     0.1098274131E+00    -0.3607798896E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1795269925E+02 
