   -25.0000  2.897002E-03  1.879975E-03  1.879975E-03  1.879975E-03  1.432880E-04  1.432880E-04  1.432880E-04  1.432880E-04  1.432880E-04  6.937691E-05  6.937691E-05  6.937691E-05  6.937691E-05  6.937691E-05  6.937691E-05  6.937691E-05  2.890373E-03  1.882713E-03  1.882713E-03  1.882713E-03  1.433960E-04  1.433960E-04  1.433960E-04  1.433960E-04  1.433960E-04  6.940774E-05  6.940774E-05  6.940774E-05  6.940774E-05  6.940774E-05  6.940774E-05  6.940774E-05
   -24.7588  2.617760E-03  1.982605E-03  1.982605E-03  1.982605E-03  1.451885E-04  1.451885E-04  1.451885E-04  1.451885E-04  1.451885E-04  6.986379E-05  6.986379E-05  6.986379E-05  6.986379E-05  6.986379E-05  6.986379E-05  6.986379E-05  2.612120E-03  1.985607E-03  1.985607E-03  1.985607E-03  1.452998E-04  1.452998E-04  1.452998E-04  1.452998E-04  1.452998E-04  6.989518E-05  6.989518E-05  6.989518E-05  6.989518E-05  6.989518E-05  6.989518E-05  6.989518E-05
   -24.5176  2.378782E-03  2.094498E-03  2.094498E-03  2.094498E-03  1.471466E-04  1.471466E-04  1.471466E-04  1.471466E-04  1.471466E-04  7.035876E-05  7.035876E-05  7.035876E-05  7.035876E-05  7.035876E-05  7.035876E-05  7.035876E-05  2.373953E-03  2.097803E-03  2.097803E-03  2.097803E-03  1.472615E-04  1.472615E-04  1.472615E-04  1.472615E-04  1.472615E-04  7.039067E-05  7.039067E-05  7.039067E-05  7.039067E-05  7.039067E-05  7.039067E-05  7.039067E-05
   -24.2764  2.172861E-03  2.216855E-03  2.216855E-03  2.216855E-03  1.491659E-04  1.491659E-04  1.491659E-04  1.491659E-04  1.491659E-04  7.086203E-05  7.086203E-05  7.086203E-05  7.086203E-05  7.086203E-05  7.086203E-05  7.086203E-05  2.168706E-03  2.220503E-03  2.220503E-03  2.220503E-03  1.492845E-04  1.492845E-04  1.492845E-04  1.492845E-04  1.492845E-04  7.089445E-05  7.089445E-05  7.089445E-05  7.089445E-05  7.089445E-05  7.089445E-05  7.089445E-05
   -24.0352  1.994359E-03  2.351081E-03  2.351081E-03  2.351081E-03  1.512500E-04  1.512500E-04  1.512500E-04  1.512500E-04  1.512500E-04  7.137388E-05  7.137388E-05  7.137388E-05  7.137388E-05  7.137388E-05  7.137388E-05  7.137388E-05  1.990771E-03  2.355123E-03  2.355123E-03  2.355123E-03  1.513726E-04  1.513726E-04  1.513726E-04  1.513726E-04  1.513726E-04  7.140694E-05  7.140694E-05  7.140694E-05  7.140694E-05  7.140694E-05  7.140694E-05  7.140694E-05
   -23.7940  1.838820E-03  2.498836E-03  2.498836E-03  2.498836E-03  1.534031E-04  1.534031E-04  1.534031E-04  1.534031E-04  1.534031E-04  7.189470E-05  7.189470E-05  7.189470E-05  7.189470E-05  7.189470E-05  7.189470E-05  7.189470E-05  1.835715E-03  2.503332E-03  2.503332E-03  2.503332E-03  1.535298E-04  1.535298E-04  1.535298E-04  1.535298E-04  1.535298E-04  7.192837E-05  7.192837E-05  7.192837E-05  7.192837E-05  7.192837E-05  7.192837E-05  7.192837E-05
   -23.5528  1.702698E-03  2.662091E-03  2.662091E-03  2.662091E-03  1.556295E-04  1.556295E-04  1.556295E-04  1.556295E-04  1.556295E-04  7.242490E-05  7.242490E-05  7.242490E-05  7.242490E-05  7.242490E-05  7.242490E-05  7.242490E-05  1.700008E-03  2.667116E-03  2.667116E-03  2.667116E-03  1.557608E-04  1.557608E-04  1.557608E-04  1.557608E-04  1.557608E-04  7.245898E-05  7.245898E-05  7.245898E-05  7.245898E-05  7.245898E-05  7.245898E-05  7.245898E-05
   -23.3116  1.583150E-03  2.843209E-03  2.843209E-03  2.843209E-03  1.579345E-04  1.579345E-04  1.579345E-04  1.579345E-04  1.579345E-04  7.296439E-05  7.296439E-05  7.296439E-05  7.296439E-05  7.296439E-05  7.296439E-05  7.296439E-05  1.580823E-03  2.848850E-03  2.848850E-03  2.848850E-03  1.580706E-04  1.580706E-04  1.580706E-04  1.580706E-04  1.580706E-04  7.299938E-05  7.299938E-05  7.299938E-05  7.299938E-05  7.299938E-05  7.299938E-05  7.299938E-05
   -23.0704  1.477887E-03  3.045038E-03  3.045038E-03  3.045038E-03  1.603237E-04  1.603237E-04  1.603237E-04  1.603237E-04  1.603237E-04  7.351427E-05  7.351427E-05  7.351427E-05  7.351427E-05  7.351427E-05  7.351427E-05  7.351427E-05  1.475882E-03  3.051404E-03  3.051404E-03  3.051404E-03  1.604650E-04  1.604650E-04  1.604650E-04  1.604650E-04  1.604650E-04  7.354921E-05  7.354921E-05  7.354921E-05  7.354921E-05  7.354921E-05  7.354921E-05  7.354921E-05
   -22.8291  1.385070E-03  3.271048E-03  3.271048E-03  3.271048E-03  1.628035E-04  1.628035E-04  1.628035E-04  1.628035E-04  1.628035E-04  7.407380E-05  7.407380E-05  7.407380E-05  7.407380E-05  7.407380E-05  7.407380E-05  7.407380E-05  1.383356E-03  3.278273E-03  3.278273E-03  3.278273E-03  1.629503E-04  1.629503E-04  1.629503E-04  1.629503E-04  1.629503E-04  7.411085E-05  7.411085E-05  7.411085E-05  7.411085E-05  7.411085E-05  7.411085E-05  7.411085E-05
   -22.5879  1.303231E-03  3.525507E-03  3.525507E-03  3.525507E-03  1.653812E-04  1.653812E-04  1.653812E-04  1.653812E-04  1.653812E-04  7.464450E-05  7.464450E-05  7.464450E-05  7.464450E-05  7.464450E-05  7.464450E-05  7.464450E-05  1.301786E-03  3.533761E-03  3.533761E-03  3.533761E-03  1.655341E-04  1.655341E-04  1.655341E-04  1.655341E-04  1.655341E-04  7.468144E-05  7.468144E-05  7.468144E-05  7.468144E-05  7.468144E-05  7.468144E-05  7.468144E-05
   -22.3467  1.231218E-03  3.813729E-03  3.813729E-03  3.813729E-03  1.680653E-04  1.680653E-04  1.680653E-04  1.680653E-04  1.680653E-04  7.522878E-05  7.522878E-05  7.522878E-05  7.522878E-05  7.522878E-05  7.522878E-05  7.522878E-05  1.230030E-03  3.823227E-03  3.823227E-03  3.823227E-03  1.682247E-04  1.682247E-04  1.682247E-04  1.682247E-04  1.682247E-04  7.526607E-05  7.526607E-05  7.526607E-05  7.526607E-05  7.526607E-05  7.526607E-05  7.526607E-05
   -22.1055  1.168174E-03  4.142411E-03  4.142411E-03  4.142411E-03  1.708655E-04  1.708655E-04  1.708655E-04  1.708655E-04  1.708655E-04  7.581999E-05  7.581999E-05  7.581999E-05  7.581999E-05  7.581999E-05  7.581999E-05  7.581999E-05  1.167238E-03  4.153430E-03  4.153430E-03  4.153430E-03  1.710321E-04  1.710321E-04  1.710321E-04  1.710321E-04  1.710321E-04  7.586032E-05  7.586032E-05  7.586032E-05  7.586032E-05  7.586032E-05  7.586032E-05  7.586032E-05
   -21.8643  1.113521E-03  4.520125E-03  4.520125E-03  4.520125E-03  1.737933E-04  1.737933E-04  1.737933E-04  1.737933E-04  1.737933E-04  7.643476E-05  7.643476E-05  7.643476E-05  7.643476E-05  7.643476E-05  7.643476E-05  7.643476E-05  1.112848E-03  4.533030E-03  4.533030E-03  4.533030E-03  1.739679E-04  1.739679E-04  1.739679E-04  1.739679E-04  1.739679E-04  7.646671E-05  7.646671E-05  7.646671E-05  7.646671E-05  7.646671E-05  7.646671E-05  7.646671E-05
   -21.6231  1.067008E-03  4.958047E-03  4.958047E-03  4.958047E-03  1.768625E-04  1.768625E-04  1.768625E-04  1.768625E-04  1.768625E-04  7.706354E-05  7.706354E-05  7.706354E-05  7.706354E-05  7.706354E-05  7.706354E-05  7.706354E-05  1.066620E-03  4.973327E-03  4.973327E-03  4.973327E-03  1.770458E-04  1.770458E-04  1.770458E-04  1.770458E-04  1.770458E-04  7.710206E-05  7.710206E-05  7.710206E-05  7.710206E-05  7.710206E-05  7.710206E-05  7.710206E-05
   -21.3819  1.028788E-03  5.471059E-03  5.471059E-03  5.471059E-03  1.800898E-04  1.800898E-04  1.800898E-04  1.800898E-04  1.800898E-04  7.769216E-05  7.769216E-05  7.769216E-05  7.769216E-05  7.769216E-05  7.769216E-05  7.769216E-05  1.028736E-03  5.489389E-03  5.489389E-03  5.489389E-03  1.802830E-04  1.802830E-04  1.802830E-04  1.802830E-04  1.802830E-04  7.772277E-05  7.772277E-05  7.772277E-05  7.772277E-05  7.772277E-05  7.772277E-05  7.772277E-05
   -21.1407  9.996300E-04  6.079528E-03  6.079528E-03  6.079528E-03  1.834960E-04  1.834960E-04  1.834960E-04  1.834960E-04  1.834960E-04  7.841696E-05  7.841696E-05  7.841696E-05  7.841696E-05  7.841696E-05  7.841696E-05  7.841696E-05  1.000007E-03  6.101869E-03  6.101869E-03  6.101869E-03  1.837004E-04  1.837004E-04  1.837004E-04  1.837004E-04  1.837004E-04  7.842834E-05  7.842834E-05  7.842834E-05  7.842834E-05  7.842834E-05  7.842834E-05  7.842834E-05
   -20.8995  9.813766E-04  6.812314E-03  6.812314E-03  6.812314E-03  1.871080E-04  1.871080E-04  1.871080E-04  1.871080E-04  1.871080E-04  7.922151E-05  7.922151E-05  7.922151E-05  7.922151E-05  7.922151E-05  7.922151E-05  7.922151E-05  9.823597E-04  6.840100E-03  6.840100E-03  6.840100E-03  1.873254E-04  1.873254E-04  1.873254E-04  1.873254E-04  1.873254E-04  7.893732E-05  7.893732E-05  7.893732E-05  7.893732E-05  7.893732E-05  7.893732E-05  7.893732E-05
   -20.6583  9.780801E-04  7.712334E-03  7.712334E-03  7.712334E-03  1.909618E-04  1.909618E-04  1.909618E-04  1.909618E-04  1.909618E-04  8.059853E-05  8.059853E-05  8.059853E-05  8.059853E-05  8.059853E-05  8.059853E-05  8.059853E-05  9.800387E-04  7.747842E-03  7.747842E-03  7.747842E-03  1.911947E-04  1.911947E-04  1.911947E-04  1.911947E-04  1.911947E-04  8.035482E-05  8.035482E-05  8.035482E-05  8.035482E-05  8.035482E-05  8.035482E-05  8.035482E-05
   -20.4171  9.993059E-04  8.848147E-03  8.848147E-03  8.848147E-03  1.951087E-04  1.951087E-04  1.951087E-04  1.951087E-04  1.951087E-04  8.402793E-05  8.402793E-05  8.402793E-05  8.402793E-05  8.402793E-05  8.402793E-05  8.402793E-05  1.003141E-03  8.895353E-03  8.895353E-03  8.895353E-03  1.953607E-04  1.953607E-04  1.953607E-04  1.953607E-04  1.953607E-04  9.004895E-05  9.004895E-05  9.004895E-05  9.004895E-05  9.004895E-05  9.004895E-05  9.004895E-05
   -20.1759  1.072785E-03  1.034328E-02  1.034328E-02  1.034328E-02  1.996302E-04  1.996302E-04  1.996302E-04  1.996302E-04  1.996302E-04  1.702823E-04  1.702823E-04  1.702823E-04  1.702823E-04  1.702823E-04  1.702823E-04  1.702823E-04  1.081445E-03  1.041045E-02  1.041045E-02  1.041045E-02  1.999073E-04  1.999073E-04  1.999073E-04  1.999073E-04  1.999073E-04  1.699008E-04  1.699008E-04  1.699008E-04  1.699008E-04  1.699008E-04  1.699008E-04  1.699008E-04
   -19.9347  1.326590E-03  1.248567E-02  1.248567E-02  1.248567E-02  2.046748E-04  2.046748E-04  2.046748E-04  2.046748E-04  2.046748E-04  2.487040E-05  2.487040E-05  2.487040E-05  2.487040E-05  2.487040E-05  2.487040E-05  2.487040E-05  1.358230E-03  1.259816E-02  1.259816E-02  1.259816E-02  2.049906E-04  2.049906E-04  2.049906E-04  2.049906E-04  2.049906E-04  7.633585E-06  7.633585E-06  7.633585E-06  7.633585E-06  7.633585E-06  7.633585E-06  7.633585E-06
   -19.6935  2.758778E-03  1.655852E-02  1.655852E-02  1.655852E-02  2.107618E-04  2.107618E-04  2.107618E-04  2.107618E-04  2.107618E-04  9.782944E-05  9.782944E-05  9.782944E-05  9.782944E-05  9.782944E-05  9.782944E-05  9.782944E-05  2.885430E-03  1.686128E-02  1.686128E-02  1.686128E-02  2.112136E-04  2.112136E-04  2.112136E-04  2.112136E-04  2.112136E-04  4.669517E-05  4.669517E-05  4.669517E-05  4.669517E-05  4.669517E-05  4.669517E-05  4.669517E-05
   -19.4523  4.525875E-03  2.572007E-02  2.572007E-02  2.572007E-02  2.195483E-04  2.195483E-04  2.195483E-04  2.195483E-04  2.195483E-04  1.616568E-04  1.616568E-04  1.616568E-04  1.616568E-04  1.616568E-04  1.616568E-04  1.616568E-04  4.609060E-03  2.631744E-02  2.631744E-02  2.631744E-02  2.201856E-04  2.201856E-04  2.201856E-04  2.201856E-04  2.201856E-04  1.658420E-04  1.658420E-04  1.658420E-04  1.658420E-04  1.658420E-04  1.658420E-04  1.658420E-04
   -19.2111  5.691111E-03  4.126522E-02  4.126522E-02  4.126522E-02  2.334050E-04  2.334050E-04  2.334050E-04  2.334050E-04  2.334050E-04  1.079621E-04  1.079621E-04  1.079621E-04  1.079621E-04  1.079621E-04  1.079621E-04  1.079621E-04  5.753536E-03  4.219220E-02  4.219220E-02  4.219220E-02  2.343849E-04  2.343849E-04  2.343849E-04  2.343849E-04  2.343849E-04  7.920029E-05  7.920029E-05  7.920029E-05  7.920029E-05  7.920029E-05  7.920029E-05  7.920029E-05
   -18.9698  6.559558E-03  6.490604E-02  6.490604E-02  6.490604E-02  2.539315E-04  2.539315E-04  2.539315E-04  2.539315E-04  2.539315E-04  8.478442E-05  8.478442E-05  8.478442E-05  8.478442E-05  8.478442E-05  8.478442E-05  8.478442E-05  6.610580E-03  6.624264E-02  6.624264E-02  6.624264E-02  2.553298E-04  2.553298E-04  2.553298E-04  2.553298E-04  2.553298E-04  8.631707E-05  8.631707E-05  8.631707E-05  8.631707E-05  8.631707E-05  8.631707E-05  8.631707E-05
   -18.7286  7.249237E-03  9.945989E-02  9.945989E-02  9.945989E-02  2.823662E-04  2.823662E-04  2.823662E-04  2.823662E-04  2.823662E-04  8.631955E-05  8.631955E-05  8.631955E-05  8.631955E-05  8.631955E-05  8.631955E-05  8.631955E-05  7.292860E-03  1.013244E-01  1.013244E-01  1.013244E-01  2.842466E-04  2.842466E-04  2.842466E-04  2.842466E-04  2.842466E-04  8.641130E-05  8.641130E-05  8.641130E-05  8.641130E-05  8.641130E-05  8.641130E-05  8.641130E-05
