natx =     1500
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.35275     -1.35275      1.35275   1      2.34303
     -1.35275     -1.35275     -1.35275   1      2.34303
      1.35275      1.35275     -1.35275   1      2.34303
     -1.35275      1.35275      1.35275   1      2.34303
      0.00000      2.70550      0.00000   2      2.70550
     -2.70550      0.00000      0.00000   2      2.70550
      0.00000      0.00000     -2.70550   2      2.70550
      2.70550      0.00000      0.00000   2      2.70550
      0.00000      0.00000      2.70550   2      2.70550
      0.00000     -2.70550      0.00000   2      2.70550
     -2.70550     -2.70550      0.00000   2      3.82615
     -2.70550      0.00000     -2.70550   2      3.82615
     -2.70550      2.70550      0.00000   2      3.82615
     -2.70550      0.00000      2.70550   2      3.82615
      0.00000     -2.70550     -2.70550   2      3.82615
      2.70550     -2.70550      0.00000   2      3.82615
      0.00000     -2.70550      2.70550   2      3.82615
      2.70550      0.00000     -2.70550   2      3.82615
      0.00000      2.70550     -2.70550   2      3.82615
      2.70550      2.70550      0.00000   2      3.82615
      2.70550      0.00000      2.70550   2      3.82615
      0.00000      2.70550      2.70550   2      3.82615
     -1.35275     -1.35275      4.05825   1      4.48656
      1.35275      1.35275      4.05825   1      4.48656
     -1.35275      4.05825     -1.35275   1      4.48656
      1.35275      4.05825      1.35275   1      4.48656
      4.05825     -1.35275     -1.35275   1      4.48656
      4.05825      1.35275      1.35275   1      4.48656
     -4.05825      1.35275     -1.35275   1      4.48656
     -4.05825     -1.35275      1.35275   1      4.48656
      1.35275     -4.05825     -1.35275   1      4.48656
     -1.35275     -4.05825      1.35275   1      4.48656
      1.35275     -1.35275     -4.05825   1      4.48656
     -1.35275      1.35275     -4.05825   1      4.48656
     -2.70550      2.70550     -2.70550   2      4.68606
     -2.70550      2.70550      2.70550   2      4.68606
      2.70550      2.70550     -2.70550   2      4.68606
      2.70550      2.70550      2.70550   2      4.68606
     -2.70550     -2.70550      2.70550   2      4.68606
      2.70550     -2.70550     -2.70550   2      4.68606
      2.70550     -2.70550      2.70550   2      4.68606
     -2.70550     -2.70550     -2.70550   2      4.68606
     -5.41100      0.00000      0.00000   2      5.41100
      0.00000     -5.41100      0.00000   2      5.41100
      0.00000      0.00000     -5.41100   2      5.41100
      0.00000      0.00000      5.41100   2      5.41100
      0.00000      5.41100      0.00000   2      5.41100
      5.41100      0.00000      0.00000   2      5.41100
     -1.35275      4.05825      4.05825   1      5.89650
      4.05825     -1.35275      4.05825   1      5.89650
      4.05825      4.05825     -1.35275   1      5.89650
     -4.05825      4.05825      1.35275   1      5.89650
      4.05825     -4.05825      1.35275   1      5.89650
     -4.05825     -4.05825     -1.35275   1      5.89650
     -4.05825     -1.35275     -4.05825   1      5.89650
     -4.05825      1.35275      4.05825   1      5.89650
     -1.35275     -4.05825     -4.05825   1      5.89650
      1.35275     -4.05825      4.05825   1      5.89650
      1.35275      4.05825     -4.05825   1      5.89650
      4.05825      1.35275     -4.05825   1      5.89650
     -2.70550      0.00000      5.41100   2      6.04968
     -2.70550      5.41100      0.00000   2      6.04968
      0.00000      5.41100     -2.70550   2      6.04968
      2.70550      5.41100      0.00000   2      6.04968
      0.00000      5.41100      2.70550   2      6.04968
     -5.41100      0.00000      2.70550   2      6.04968
     -5.41100      2.70550      0.00000   2      6.04968
      2.70550      0.00000     -5.41100   2      6.04968
      2.70550      0.00000      5.41100   2      6.04968
      0.00000      2.70550     -5.41100   2      6.04968
      0.00000      2.70550      5.41100   2      6.04968
      5.41100      0.00000     -2.70550   2      6.04968
      5.41100      0.00000      2.70550   2      6.04968
      5.41100      2.70550      0.00000   2      6.04968
     -2.70550     -5.41100      0.00000   2      6.04968
     -2.70550      0.00000     -5.41100   2      6.04968
     -5.41100      0.00000     -2.70550   2      6.04968
     -5.41100     -2.70550      0.00000   2      6.04968
      0.00000     -5.41100     -2.70550   2      6.04968
      2.70550     -5.41100      0.00000   2      6.04968
      0.00000     -5.41100      2.70550   2      6.04968
      0.00000     -2.70550     -5.41100   2      6.04968
      0.00000     -2.70550      5.41100   2      6.04968
      5.41100     -2.70550      0.00000   2      6.04968
     -2.70550     -5.41100      2.70550   2      6.62709
     -5.41100     -2.70550      2.70550   2      6.62709
     -2.70550     -2.70550      5.41100   2      6.62709
     -5.41100      2.70550     -2.70550   2      6.62709
     -5.41100      2.70550      2.70550   2      6.62709
     -2.70550      5.41100     -2.70550   2      6.62709
     -2.70550      5.41100      2.70550   2      6.62709
      2.70550     -5.41100     -2.70550   2      6.62709
      2.70550     -5.41100      2.70550   2      6.62709
      2.70550      5.41100     -2.70550   2      6.62709
      5.41100     -2.70550     -2.70550   2      6.62709
      5.41100     -2.70550      2.70550   2      6.62709
     -2.70550     -5.41100     -2.70550   2      6.62709
     -5.41100     -2.70550     -2.70550   2      6.62709
     -2.70550      2.70550     -5.41100   2      6.62709
     -2.70550      2.70550      5.41100   2      6.62709
      2.70550     -2.70550     -5.41100   2      6.62709
      2.70550     -2.70550      5.41100   2      6.62709
      2.70550      2.70550     -5.41100   2      6.62709
      2.70550      2.70550      5.41100   2      6.62709
      2.70550      5.41100      2.70550   2      6.62709
      5.41100      2.70550     -2.70550   2      6.62709
     -2.70550     -2.70550     -5.41100   2      6.62709
      5.41100      2.70550      2.70550   2      6.62709
     -6.76375      1.35275      1.35275   1      7.02910
      1.35275     -6.76375      1.35275   1      7.02910
      1.35275     -1.35275      6.76375   1      7.02910
     -1.35275      1.35275      6.76375   1      7.02910
      1.35275      6.76375     -1.35275   1      7.02910
     -1.35275      6.76375      1.35275   1      7.02910
      6.76375      1.35275     -1.35275   1      7.02910
      6.76375     -1.35275      1.35275   1      7.02910
     -4.05825     -4.05825      4.05825   1      7.02910
     -6.76375     -1.35275     -1.35275   1      7.02910
     -4.05825      4.05825     -4.05825   1      7.02910
     -1.35275     -6.76375     -1.35275   1      7.02910
     -1.35275     -1.35275     -6.76375   1      7.02910
      1.35275      1.35275     -6.76375   1      7.02910
      4.05825     -4.05825     -4.05825   1      7.02910
      4.05825      4.05825      4.05825   1      7.02910
     -5.41100     -5.41100      0.00000   2      7.65231
     -5.41100      0.00000     -5.41100   2      7.65231
     -5.41100      0.00000      5.41100   2      7.65231
     -5.41100      5.41100      0.00000   2      7.65231
      0.00000     -5.41100     -5.41100   2      7.65231
      0.00000     -5.41100      5.41100   2      7.65231
      0.00000      5.41100     -5.41100   2      7.65231
      0.00000      5.41100      5.41100   2      7.65231
      5.41100     -5.41100      0.00000   2      7.65231
      5.41100      0.00000     -5.41100   2      7.65231
      5.41100      0.00000      5.41100   2      7.65231
      5.41100      5.41100      0.00000   2      7.65231
      1.35275      6.76375      4.05825   1      8.00298
     -4.05825     -6.76375      1.35275   1      8.00298
     -6.76375     -4.05825      1.35275   1      8.00298
     -4.05825      1.35275     -6.76375   1      8.00298
     -6.76375      1.35275     -4.05825   1      8.00298
     -6.76375     -1.35275      4.05825   1      8.00298
     -4.05825     -1.35275      6.76375   1      8.00298
     -6.76375      4.05825     -1.35275   1      8.00298
     -4.05825      6.76375     -1.35275   1      8.00298
      1.35275     -4.05825     -6.76375   1      8.00298
      1.35275     -6.76375     -4.05825   1      8.00298
