 # nsp, ne, ne1, ne3, nph, ihole, ik0,npadx,kfinmax,indmax
#    1  115   94    0    1    1   76    8    8    8
# rnrmav, xmu, edge   0.2642894E+01 -0.2840555E+00 -0.2840555E+00
 # iph, lmax(iph), iz(iph), potlbl(iph)
 #           5          29 Cu    
 #           5          29 Cu    
# em(ie),(eref(ie,isp),isp=1,1),((rkk(ie,iq=1,kdif,isp),kdif=1, 8),isp=1,1),(((ph(ie,ll,isp,iph),ll=-lmax(iph),lmax(iph)),isp=1,1),iph=0,  1)         
 -0.1469972E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1222244E+01 -0.1074099E+01  0.8154218E+00  0.7203013E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.8273640E-04 -0.3631331E-03  0.1315194E-02  0.6821585E-02  0.3129000E+01 -0.8871968E-01  0.4622032E+01 -0.2104700E+00  0.2602292E-01 -0.1659840E+00  0.4662881E+01 -0.1165112E+01  0.2602292E-01 -0.1659840E+00  0.4622032E+01 -0.2104700E+00  0.3129000E+01 -0.8871968E-01  0.1315194E-02  0.6821585E-02 -0.8273640E-04 -0.3631331E-03 -0.1329906E-03 -0.5784719E-03  0.1955115E-02  0.9986068E-02  0.3125390E+01 -0.1152381E+00  0.4629276E+01 -0.3562773E+00 -0.3905127E-01 -0.9261356E+00  0.4667292E+01 -0.1450111E+01 -0.3905127E-01 -0.9261356E+00  0.4629276E+01 -0.3562773E+00  0.3125390E+01 -0.1152381E+00  0.1955115E-02  0.9986068E-02 -0.1329906E-03 -0.5784719E-03
 -0.1454086E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1243091E+01 -0.1092277E+01  0.8304271E+00  0.7333672E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.7514794E-04 -0.3240908E-03  0.1213665E-02  0.6194143E-02  0.3129612E+01 -0.8258481E-01  0.4617355E+01 -0.1645733E+00  0.2081539E-01 -0.1771030E+00  0.4662059E+01 -0.1140181E+01  0.2081539E-01 -0.1771030E+00  0.4617355E+01 -0.1645733E+00  0.3129612E+01 -0.8258481E-01  0.1213665E-02  0.6194143E-02 -0.7514794E-04 -0.3240908E-03 -0.1206597E-03 -0.5157668E-03  0.1800734E-02  0.9054677E-02  0.3126146E+01 -0.1073333E+00  0.4625811E+01 -0.3141412E+00 -0.3934719E-01 -0.9065288E+00  0.4666759E+01 -0.1427444E+01 -0.3934719E-01 -0.9065288E+00  0.4625811E+01 -0.3141412E+00  0.3126146E+01 -0.1073333E+00  0.1800734E-02  0.9054677E-02 -0.1206597E-03 -0.5157668E-03
 -0.1438199E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1260069E+01 -0.1106974E+01  0.8428541E+00  0.7441028E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.6814527E-04 -0.2886695E-03  0.1118683E-02  0.5615567E-02  0.3130211E+01 -0.7675338E-01  0.4611981E+01 -0.1162699E+00  0.1634701E-01 -0.1859153E+00  0.4661195E+01 -0.1114831E+01  0.1634701E-01 -0.1859153E+00  0.4611981E+01 -0.1162699E+00  0.3130211E+01 -0.7675338E-01  0.1118683E-02  0.5615567E-02 -0.6814527E-04 -0.2886695E-03 -0.1092948E-03 -0.4589406E-03  0.1656681E-02  0.8197305E-02  0.3126891E+01 -0.9980470E-01  0.4621907E+01 -0.2702195E+00 -0.3963283E-01 -0.8867763E+00  0.4666205E+01 -0.1404507E+01 -0.3963283E-01 -0.8867763E+00  0.4621907E+01 -0.2702195E+00  0.3126891E+01 -0.9980470E-01  0.1656681E-02  0.8197305E-02 -0.1092948E-03 -0.4589406E-03
 -0.1422312E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1273701E+01 -0.1118648E+01  0.8530446E+00  0.7528088E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.6169155E-04 -0.2565868E-03  0.1029889E-02  0.5082688E-02  0.3130796E+01 -0.7121876E-01  0.4605742E+01 -0.6520410E-01  0.1248294E-01 -0.1927296E+00  0.4660285E+01 -0.1089041E+01  0.1248294E-01 -0.1927296E+00  0.4605742E+01 -0.6520410E-01  0.3130796E+01 -0.7121876E-01  0.1029889E-02  0.5082688E-02 -0.6169155E-04 -0.2565868E-03 -0.9883374E-04 -0.4075282E-03  0.1522409E-02  0.7409234E-02  0.3127624E+01 -0.9264663E-01  0.4617476E+01 -0.2242869E+00 -0.3990776E-01 -0.8668834E+00  0.4665627E+01 -0.1381287E+01 -0.3990776E-01 -0.8668834E+00  0.4617476E+01 -0.2242869E+00  0.3127624E+01 -0.9264663E-01  0.1522409E-02  0.7409234E-02 -0.9883374E-04 -0.4075282E-03
 -0.1406426E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1284436E+01 -0.1127690E+01  0.8612900E+00  0.7597415E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.5575174E-04 -0.2275783E-03  0.9469429E-03  0.4592507E-02  0.3131368E+01 -0.6597407E-01  0.4598411E+01 -0.1093804E-01  0.9119785E-02 -0.1978027E+00  0.4659325E+01 -0.1062786E+01  0.9119785E-02 -0.1978027E+00  0.4598411E+01 -0.1093804E-01  0.3131368E+01 -0.6597407E-01  0.9469429E-03  0.4592507E-02 -0.5575174E-04 -0.2275783E-03 -0.8921783E-04 -0.3610943E-03  0.1397308E-02  0.6685609E-02  0.3128342E+01 -0.8585227E-01  0.4612403E+01 -0.1760723E+00 -0.4017148E-01 -0.8468555E+00  0.4665023E+01 -0.1357773E+01 -0.4017148E-01 -0.8468555E+00  0.4612403E+01 -0.1760723E+00  0.3128342E+01 -0.8585227E-01  0.1397308E-02  0.6685609E-02 -0.8921783E-04 -0.3610943E-03
 -0.1390539E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1292647E+01 -0.1134427E+01  0.8678345E+00  0.7651158E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.5029256E-04 -0.2013966E-03  0.8695246E-03  0.4142198E-02  0.3131924E+01 -0.6101154E-01  0.4589678E+01  0.4707264E-01  0.6175827E-02 -0.2013596E+00  0.4658312E+01 -0.1036041E+01  0.6175827E-02 -0.2013596E+00  0.4589678E+01  0.4707264E-01  0.3131924E+01 -0.6101154E-01  0.8695246E-03  0.4142198E-02 -0.5029256E-04 -0.2013966E-03 -0.8039120E-04 -0.3192325E-03  0.1280837E-02  0.6022007E-02  0.3129045E+01 -0.7941419E-01  0.4606539E+01 -0.1252495E+00 -0.4042338E-01 -0.8266981E+00  0.4664393E+01 -0.1333953E+01 -0.4042338E-01 -0.8266981E+00  0.4606539E+01 -0.1252495E+00  0.3129045E+01 -0.7941419E-01  0.1280837E-02  0.6022007E-02 -0.8039120E-04 -0.3192325E-03
 -0.1374653E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1298654E+01 -0.1139139E+01  0.8728887E+00  0.7691167E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.4528239E-04 -0.1778104E-03  0.7973276E-03  0.3729082E-02  0.3132464E+01 -0.5632352E-01  0.4579102E+01  0.1095196E+00  0.3589888E-02 -0.2035657E+00  0.4657239E+01 -0.1008778E+01  0.3589888E-02 -0.2035657E+00  0.4579102E+01  0.1095196E+00  0.3132464E+01 -0.5632352E-01  0.7973276E-03  0.3729082E-02 -0.4528239E-04 -0.1778104E-03 -0.7230090E-04 -0.2815635E-03  0.1172487E-02  0.5414260E-02  0.3129732E+01 -0.7332421E-01  0.4599682E+01 -0.7141618E-01 -0.4066280E-01 -0.8064175E+00  0.4663734E+01 -0.1309811E+01 -0.4066280E-01 -0.8064175E+00  0.4599682E+01 -0.7141618E-01  0.3129732E+01 -0.7332421E-01  0.1172487E-02  0.5414260E-02 -0.7230090E-04 -0.2815635E-03
 -0.1358766E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1302736E+01 -0.1142070E+01  0.8766348E+00  0.7719043E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.4069119E-04 -0.1566036E-03  0.7300639E-03  0.3350639E-02  0.3132988E+01 -0.5190203E-01  0.4566041E+01  0.1772898E+00  0.1309826E-02 -0.2045879E+00  0.4656101E+01 -0.9809664E+00  0.1309826E-02 -0.2045879E+00  0.4566041E+01  0.1772898E+00  0.3132988E+01 -0.5190203E-01  0.7300639E-03  0.3350639E-02 -0.4069119E-04 -0.1566036E-03 -0.6489671E-04 -0.2477332E-03  0.1071777E-02  0.4858446E-02  0.3130400E+01 -0.6757385E-01  0.4591559E+01 -0.1407366E-01 -0.4088898E-01 -0.7860198E+00  0.4663044E+01 -0.1285334E+01 -0.4088898E-01 -0.7860198E+00  0.4591559E+01 -0.1407366E-01  0.3130400E+01 -0.6757385E-01  0.1071777E-02  0.4858446E-02 -0.6489671E-04 -0.2477332E-03
 -0.1342879E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1305134E+01 -0.1143429E+01  0.8792318E+00  0.7736181E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.3649066E-04 -0.1375754E-03  0.6674540E-03  0.3004466E-02  0.3133496E+01 -0.4773871E-01  0.4549526E+01  0.2515369E+00 -0.7054642E-03 -0.2045629E+00  0.4654892E+01 -0.9525732E+00 -0.7054642E-03 -0.2045629E+00  0.4549526E+01  0.2515369E+00  0.3133496E+01 -0.4773871E-01  0.6674540E-03  0.3004466E-02 -0.3649066E-04 -0.1375754E-03 -0.5813128E-04 -0.2174128E-03  0.9782544E-03  0.4350881E-02  0.3131050E+01 -0.6215358E-01  0.4581789E+01  0.4740462E-01 -0.4110107E-01 -0.7655120E+00  0.4662320E+01 -0.1260505E+01 -0.4110107E-01 -0.7655120E+00  0.4581789E+01  0.4740462E-01  0.3131050E+01 -0.6215358E-01  0.9782544E-03  0.4350881E-02 -0.5813128E-04 -0.2174128E-03
 -0.1326993E+01  0.3177327E-01 -0.6099472E+00  0.0000000E+00 -0.1306056E+01 -0.1143399E+01  0.8808175E+00  0.7743787E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.3265389E-04 -0.1205382E-03  0.6092385E-03  0.2688320E-02  0.3133986E+01 -0.4382504E-01  0.4528030E+01  0.3337743E+00 -0.2489543E-02 -0.2036099E+00  0.4653604E+01 -0.9235613E+00 -0.2489543E-02 -0.2036099E+00  0.4528030E+01  0.3337743E+00  0.3133986E+01 -0.4382504E-01  0.6092385E-03  0.2688320E-02 -0.3265389E-04 -0.1205382E-03 -0.5195972E-04 -0.1902961E-03  0.8914893E-03  0.3888090E-02  0.3131680E+01 -0.5705386E-01  0.4569822E+01  0.1138220E+00 -0.4129812E-01 -0.7449012E+00  0.4661561E+01 -0.1235308E+01 -0.4129812E-01 -0.7449012E+00  0.4569822E+01  0.1138220E+00  0.3131680E+01 -0.5705386E-01  0.8914893E-03  0.3888090E-02 -0.5195972E-04 -0.1902961E-03
