#SN#   Section:    1
#DF# This section written in     .
#H#
#DT# 2D complex array with sizes   16  16
#H# File is organized as follows:  Array(1,i)     Array(1,i+1)    Array(1,i+2)  . . .
#H#                                Array(2,i)
#H#                                     .
#H#                                     .
#H#                                     .
    0.7384531727E-05    -0.4160566823E-04    0.1932676241E-11     0.1293187779E-11    0.3836930773E-12     0.4206412996E-11    0.1080024958E-11    -0.1662670002E-11    0.3240074875E-11     0.1591615728E-11   -0.1364242053E-11     0.1847411113E-11    0.3183231456E-11    -0.1040234565E-10   -0.3410605132E-11    -0.5115907697E-12   -0.3296918294E-11    -0.3694822226E-11    0.3126388037E-11     0.2728484105E-10    0.2017941370E-11    -0.9549694369E-11    0.1205080480E-10    -0.1023181539E-10    0.1136868377E-12    -0.1477928890E-11    0.2273736754E-11     0.3268496584E-11   -0.1108446668E-11    -0.7048583939E-11    0.1244870873E-10    -0.2727063020E-10
    0.3865352483E-11     0.4263256415E-11   -0.1202886870E-04     0.6476051203E-04    0.3410605132E-12    -0.1534772309E-11    0.1023181539E-11     0.5115907697E-12    0.5229594535E-11    -0.1070077360E-10    0.5684341886E-13     0.5911715562E-11    0.1875832822E-11    -0.3552713679E-11   -0.2842170943E-12     0.7958078641E-12    0.9777068044E-11    -0.5684341886E-11    0.1264766070E-11    -0.9549694369E-11    0.6593836588E-11    -0.6139089237E-11   -0.6102585303E-05     0.3088196172E-04   -0.3012701200E-11    -0.1932676241E-11   -0.2899014362E-11     0.5684341886E-11   -0.2273736754E-12    -0.5115907697E-12   -0.7878352335E-05     0.3986847150E-04
    0.2415845302E-12     0.6821210263E-12   -0.5684341886E-12    -0.1037392394E-11   -0.1202886506E-04     0.6476048293E-04   -0.6821210263E-12     0.8810729923E-12   -0.1563194019E-12     0.6821210263E-12   -0.4547473509E-12     0.4092726158E-11    0.1577404873E-11    -0.1136868377E-11   -0.4774847184E-11    -0.3780087354E-11    0.1563194019E-12    -0.7048583939E-11    0.5684341886E-12    -0.1278976924E-11    0.5684341886E-12     0.8185452316E-11    0.2273736754E-12     0.5002220860E-11    0.9965491699E-05    -0.5043010970E-04    0.3865352483E-11    -0.1136868377E-12    0.8526512829E-12     0.4092726158E-11   -0.2046363079E-11     0.3808509064E-11
    0.2444267011E-11    -0.4860112313E-11   -0.1790567694E-11    -0.2046363079E-11   -0.2273736754E-12     0.1918465387E-11   -0.1202887051E-04     0.6476051931E-04    0.5513811629E-11     0.1020339369E-10   -0.8810729923E-12     0.1705302566E-11    0.3410605132E-12     0.3723243935E-11    0.6821210263E-12     0.1023181539E-11    0.1250555215E-11     0.2100364327E-10   -0.7878463293E-05     0.3986845695E-04    0.2728484105E-11     0.8526512829E-12    0.2387423592E-11     0.7503331290E-11   -0.1307398634E-11    -0.5400124792E-12   -0.6102584393E-05     0.3088197627E-04   -0.2955857781E-11     0.1506350600E-11    0.7915446076E-11    -0.9663381206E-11
   -0.4760636330E-11     0.6252776075E-12   -0.2387423592E-11    -0.1828937002E-10    0.1151079232E-11    -0.2273736754E-12   -0.2671640686E-11     0.3964828466E-11    0.2930767369E-04    -0.1454844023E-03    0.3865352483E-11     0.1989519660E-11    0.1006128514E-10     0.5911715562E-11    0.1477928890E-11    -0.2899014362E-11   -0.6521889190E-05     0.3359237235E-04   -0.5979927664E-10     0.1169979669E-09   -0.5684341886E-11     0.2796696208E-10    0.2296474122E-10     0.5485389920E-10    0.4263256415E-13     0.1710986908E-10    0.7730704965E-11    -0.1222133506E-10   -0.3865352483E-11     0.1568878361E-10   -0.1057287591E-10     0.1892885848E-10
   -0.1705302566E-11     0.7673861546E-12   -0.1705302566E-12    -0.6707523426E-11   -0.2046363079E-11    -0.2700062396E-11   -0.4263256415E-12    -0.7503331290E-11   -0.2387423592E-11     0.7560174708E-11    0.3582963109E-04    -0.1790768583E-03   -0.1023181539E-11     0.1904254532E-11    0.4604316928E-11    -0.9094947018E-12    0.3751665645E-11     0.6536993169E-12   -0.7673861546E-12     0.4092726158E-11    0.2000888344E-10    -0.3751665645E-11    0.6821210263E-12    -0.1182343112E-10   -0.1477928890E-11     0.4263256415E-11    0.3524291969E-11    -0.1546140993E-10   -0.1773514668E-10    -0.2842170943E-11   -0.4774847184E-11     0.2796696208E-10
    0.6110667528E-12    -0.9720224625E-11    0.1477928890E-11    -0.6082245818E-11    0.9521272659E-12    -0.7389644452E-12    0.7958078641E-12     0.2344791028E-11   -0.2074784788E-11     0.4547473509E-12   -0.1818989404E-11     0.3041122909E-11    0.2278577813E-04    -0.1118921209E-03   -0.4547473509E-12    -0.1307398634E-11   -0.1591615728E-11     0.5854872143E-11   -0.3979039320E-12    -0.4953903954E-10    0.4263256415E-12    -0.7275957614E-11    0.9094947018E-11     0.9634959497E-11   -0.1563194019E-12     0.2614797268E-11    0.5343281373E-11    -0.8611777957E-11   -0.4547473509E-12    -0.1114131010E-10   -0.2734168447E-10     0.5033484740E-10
   -0.1818989404E-11    -0.1847411113E-11   -0.1989519660E-12    -0.5456968211E-11   -0.1591615728E-11    -0.1364242053E-11    0.1421085472E-12     0.3410605132E-11    0.1477928890E-11     0.1847411113E-11   -0.1421085472E-11     0.9094947018E-12   -0.7958078641E-12    -0.5314859663E-11    0.3582962745E-04    -0.1790768438E-03   -0.3410605132E-12     0.8526512829E-12   -0.3723243935E-11     0.1136868377E-10    0.1682565198E-10    -0.2614797268E-11    0.5343281373E-11    -0.3501554602E-10   -0.7503331290E-11    -0.7673861546E-12   -0.5684341886E-11     0.2501110430E-10    0.1955413609E-10     0.9777068044E-11    0.1762145985E-11    -0.9777068044E-11
    0.2870592652E-11     0.9663381206E-12   -0.1818989404E-11    -0.8327560863E-11    0.1435296326E-11     0.2614797268E-11   -0.6139089237E-11     0.2019362455E-10   -0.6521962405E-05     0.3359235416E-04    0.9094947018E-12     0.2614797268E-11   -0.6039613254E-11    -0.1193711796E-11    0.7958078641E-12    -0.2501110430E-11    0.2930767369E-04    -0.1454844460E-03    0.7503331290E-11    -0.2921751729E-10   -0.4320099833E-11     0.2569322533E-10   -0.6139089237E-11     0.1381295078E-10    0.3552713679E-12     0.2376054908E-10    0.4638422979E-10    -0.4104094842E-10   -0.6366462912E-11     0.2296474122E-10    0.7162270776E-11    -0.1141131634E-09
   -0.1472244548E-10     0.2042099823E-10   -0.2017941370E-11    -0.5400124792E-11    0.7958078641E-12     0.0000000000E+00   -0.7878368706E-05     0.3986846059E-04    0.3308286978E-10     0.1315356712E-09   -0.9947598301E-12    -0.9094947018E-12    0.2427213985E-10    -0.5212541510E-10   -0.1620037438E-11     0.1136868377E-10    0.1136868377E-12    -0.2705746738E-10   -0.1058862908E-03     0.4766301718E-03   -0.4547473509E-12    -0.1045918907E-10    0.6480149750E-11     0.1364242053E-11    0.2160049917E-11    -0.3851141628E-11    0.5878362936E-04    -0.2784116077E-03    0.4092726158E-11    -0.1591615728E-11    0.3794298209E-10    -0.1227817847E-10
