# EELS true-compute spectrum
# fixture: FX-EELS-ORACLE-001
# columns: energy_ev total atomic_bg fine_struct
    8979.411 1.3619712036E-5 1.3887599551E-5 -2.6788751436E-7
    8980.979 1.4832805231E-5 1.5182816198E-5 -3.5001096693E-7
    8982.398 1.6430313610E-5 1.6895374288E-5 -4.6506067800E-7
    8983.667 1.8595513712E-5 1.9223233502E-5 -6.2771979028E-7
    8984.787 2.1633425453E-5 2.2492660721E-5 -8.5923526755E-7
    8985.758 2.6069800437E-5 2.7259380749E-5 -1.1895803118E-6
    8986.580 3.2812454542E-5 3.4470593591E-5 -1.6581390494E-6
    8987.252 4.3258362820E-5 4.5565121656E-5 -2.3067588358E-6
    8987.774 5.8485937474E-5 6.1631272150E-5 -3.1453346759E-6
    8988.014 6.9027128320E-5 7.2729384215E-5 -3.7022558955E-6
    8988.447 9.3883174929E-5 9.8962523569E-5 -5.0793486397E-6
    8988.879 1.1871109472E-4 1.2595485653E-4 -7.2437618077E-6
    8989.311 1.3621575736E-4 1.4628740065E-4 -1.0071643288E-5
    8989.743 1.4701645704E-4 1.6050359273E-4 -1.3487135688E-5
    8990.176 1.5400673520E-4 1.7102724079E-4 -1.7020505592E-5
    8990.608 1.5913516107E-4 1.7936464884E-4 -2.0229487774E-5
    8990.705 1.6011152141E-4 1.8103581685E-4 -2.0924295437E-5
    8991.135 1.6431115111E-4 1.8770410489E-4 -2.3392953775E-5
    8991.602 1.6874385578E-4 1.9396176893E-4 -2.5217913141E-5
    8992.106 1.7385754802E-4 1.9986000896E-4 -2.6002460943E-5
    8992.647 1.8001123451E-4 2.0542852099E-4 -2.5417286486E-5
    8993.226 1.8716527097E-4 2.1067242502E-4 -2.3507154052E-5
    8993.842 1.9461714391E-4 2.1558148105E-4 -2.0964337141E-5
    8994.495 2.0161048969E-4 2.2014749708E-4 -1.8537007387E-5
    8995.186 2.0812842048E-4 2.2434589710E-4 -1.6217476625E-5
    8995.914 2.1408016565E-4 2.2817463313E-4 -1.4094467473E-5
    8996.680 2.1916733670E-4 2.3161732115E-4 -1.2449984447E-5
    8997.482 2.2493811478E-4 2.3467088916E-4 -9.7327743815E-6
    8998.322 2.3450942482E-4 2.3733226518E-4 -2.8228403624E-6
    8999.200 2.4891301662E-4 2.3961783319E-4 9.2951834302E-6
    9000.115 2.6291903794E-4 2.4153168920E-4 2.1387348738E-5
    9001.067 2.6880596788E-4 2.4308816921E-4 2.5717798670E-5
    9002.056 2.6566678707E-4 2.4431492122E-4 2.1351865850E-5
    9003.083 2.5751677258E-4 2.4522525723E-4 1.2291515352E-5
    9004.147 2.4955629443E-4 2.4585194523E-4 3.7043491994E-6
    9005.249 2.4645325171E-4 2.4621751323E-4 2.3573847925E-7
    9006.387 2.4944001599E-4 2.4625642523E-4 3.1835907598E-6
    9007.564 2.5510732221E-4 2.4576388123E-4 9.3434409833E-6
    9008.777 2.5841842447E-4 2.4491498522E-4 1.3503439241E-5
    9010.028 2.5846088977E-4 2.4517712923E-4 1.3283760547E-5
    9011.316 2.5693732833E-4 2.4758455324E-4 9.3527750916E-6
    9012.641 2.5375544459E-4 2.4961309725E-4 4.1423473380E-6
    9014.004 2.4981028370E-4 2.5081834526E-4 -1.0080615581E-6
    9015.404 2.4641742176E-4 2.5158634526E-4 -5.1689235042E-6
    9016.842 2.4460201656E-4 2.5220484127E-4 -7.6028247027E-6
    9018.317 2.4442689151E-4 2.5255914527E-4 -8.1322537571E-6
    9019.829 2.4580398230E-4 2.5284893727E-4 -7.0449549687E-6
    9021.379 2.4831941893E-4 2.5301072927E-4 -4.6913103433E-6
    9022.965 2.5158364024E-4 2.5334967327E-4 -1.7660330351E-6
    9024.590 2.5462727304E-4 2.5360362528E-4 1.0236477672E-6
    9026.251 2.5736075248E-4 2.5388932128E-4 3.4714312071E-6
    9027.950 2.5965888721E-4 2.5387396128E-4 5.7849259348E-6
    9029.686 2.6169054981E-4 2.5395178528E-4 7.7387645367E-6
    9031.460 2.6272776832E-4 2.5422724128E-4 8.5005270398E-6
    9033.271 2.6170268108E-4 2.5443511328E-4 7.2675678025E-6
    9035.119 2.5886636289E-4 2.5468394528E-4 4.1824176053E-6
    9037.004 2.5511046279E-4 2.5493584928E-4 1.7461350932E-7
    9038.927 2.5130351134E-4 2.5496247328E-4 -3.6589619398E-6
    9040.888 2.4851276185E-4 2.5516522528E-4 -6.6524634334E-6
    9042.885 2.4699673537E-4 2.5553079329E-4 -8.5340579134E-6
    9044.920 2.4673739714E-4 2.5587895329E-4 -9.1415561462E-6
    9046.992 2.4771029379E-4 2.5621789729E-4 -8.5076034975E-6
    9049.102 2.4967935349E-4 2.5661213729E-4 -6.9327838005E-6
