 # File contains AXAFS. See manual for details.
 #--------------------------------------------------------------
 #  e, e(wrt edge), k, mu_at=(1+chi_at)*mu0_at, mu0_at, chi_at @#
    1221.471      0.189   0.223  2.78488E-01  9.38902E-01 -7.03390E-01
    1221.661      0.379   0.315  2.82112E-01  9.39410E-01 -6.99693E-01
    1221.749      0.467   0.350  2.83821E-01  9.39646E-01 -6.97949E-01
    1221.954      0.672   0.420  2.87854E-01  9.40195E-01 -6.93836E-01
    1222.197      0.915   0.490  2.92713E-01  9.40841E-01 -6.88882E-01
    1222.477      1.195   0.560  2.98441E-01  9.41584E-01 -6.83044E-01
    1222.794      1.512   0.630  3.05088E-01  9.42421E-01 -6.76273E-01
    1223.149      1.867   0.700  3.12708E-01  9.43353E-01 -6.68514E-01
    1223.541      2.259   0.770  3.21356E-01  9.44376E-01 -6.59716E-01
    1223.971      2.688   0.840  3.31097E-01  9.45489E-01 -6.49814E-01
    1224.437      3.155   0.910  3.41995E-01  9.46691E-01 -6.38746E-01
    1224.941      3.659   0.980  3.54121E-01  9.47978E-01 -6.26446E-01
    1225.483      4.201   1.050  3.67547E-01  9.49349E-01 -6.12843E-01
    1226.061      4.779   1.120  3.82347E-01  9.50801E-01 -5.97868E-01
    1226.678      5.395   1.190  3.98601E-01  9.52331E-01 -5.81448E-01
    1227.331      6.049   1.260  4.16387E-01  9.53937E-01 -5.63507E-01
    1228.022      6.739   1.330  4.35787E-01  9.55616E-01 -5.43973E-01
    1228.750      7.468   1.400  4.56880E-01  9.57364E-01 -5.22773E-01
    1229.515      8.233   1.470  4.79740E-01  9.59177E-01 -4.99842E-01
    1230.318      9.036   1.540  5.04439E-01  9.61053E-01 -4.75119E-01
    1231.158      9.876   1.610  5.31029E-01  9.62988E-01 -4.48561E-01
    1232.035     10.753   1.680  5.59552E-01  9.64977E-01 -4.20139E-01
    1232.950     11.668   1.750  5.90025E-01  9.67017E-01 -3.89850E-01
    1233.902     12.620   1.820  6.22434E-01  9.69103E-01 -3.57722E-01
    1234.892     13.610   1.890  6.56716E-01  9.71231E-01 -3.23831E-01
    1235.919     14.636   1.960  6.92768E-01  9.73397E-01 -2.88298E-01
