# Cr2GeC
#  POT  SCF  30  4.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
    2 194 195  Unique potential, I_mt, I_norman.    Following data in atomic units.
  iph            2
   i      r         vcoul        rho     ovrlp vcoul  ovrlp vtot  ovrlp rho
    1  1.5073E-04 -1.5912E+05  1.1102E+04 -1.5912E+05 -1.5914E+05  1.1151E+04
    2  1.5846E-04 -1.5135E+05  1.1081E+04 -1.5135E+05 -1.5137E+05  1.1180E+04
    3  1.6659E-04 -1.4397E+05  1.1060E+04 -1.4397E+05 -1.4399E+05  1.1096E+04
    4  1.7513E-04 -1.3694E+05  1.1038E+04 -1.3694E+05 -1.3696E+05  1.1119E+04
    5  1.8411E-04 -1.3026E+05  1.1016E+04 -1.3026E+05 -1.3028E+05  1.1044E+04
    6  1.9355E-04 -1.2390E+05  1.0994E+04 -1.2390E+05 -1.2392E+05  1.1060E+04
    7  2.0347E-04 -1.1785E+05  1.0972E+04 -1.1785E+05 -1.1787E+05  1.0992E+04
    8  2.1390E-04 -1.1210E+05  1.0950E+04 -1.1210E+05 -1.1212E+05  1.1003E+04
    9  2.2487E-04 -1.0663E+05  1.0927E+04 -1.0663E+05 -1.0665E+05  1.0942E+04
   10  2.3640E-04 -1.0142E+05  1.0904E+04 -1.0142E+05 -1.0144E+05  1.0948E+04
   11  2.4852E-04 -9.6469E+04  1.0881E+04 -9.6469E+04 -9.6491E+04  1.0891E+04
   12  2.6126E-04 -9.1759E+04  1.0857E+04 -9.1759E+04 -9.1781E+04  1.0894E+04
   13  2.7465E-04 -8.7278E+04  1.0834E+04 -8.7279E+04 -8.7301E+04  1.0841E+04
   14  2.8874E-04 -8.3017E+04  1.0810E+04 -8.3017E+04 -8.3039E+04  1.0839E+04
   15  3.0354E-04 -7.8963E+04  1.0785E+04 -7.8963E+04 -7.8985E+04  1.0790E+04
   16  3.1910E-04 -7.5107E+04  1.0761E+04 -7.5107E+04 -7.5129E+04  1.0785E+04
   17  3.3546E-04 -7.1439E+04  1.0735E+04 -7.1439E+04 -7.1461E+04  1.0739E+04
   18  3.5266E-04 -6.7949E+04  1.0710E+04 -6.7950E+04 -6.7971E+04  1.0730E+04
   19  3.7074E-04 -6.4630E+04  1.0684E+04 -6.4631E+04 -6.4652E+04  1.0686E+04
   20  3.8975E-04 -6.1473E+04  1.0658E+04 -6.1473E+04 -6.1495E+04  1.0675E+04
   21  4.0973E-04 -5.8470E+04  1.0631E+04 -5.8470E+04 -5.8492E+04  1.0632E+04
   22  4.3074E-04 -5.5613E+04  1.0604E+04 -5.5614E+04 -5.5635E+04  1.0618E+04
   23  4.5283E-04 -5.2896E+04  1.0577E+04 -5.2896E+04 -5.2918E+04  1.0577E+04
   24  4.7604E-04 -5.0311E+04  1.0549E+04 -5.0311E+04 -5.0333E+04  1.0560E+04
   25  5.0045E-04 -4.7852E+04  1.0520E+04 -4.7852E+04 -4.7874E+04  1.0520E+04
   26  5.2611E-04 -4.5513E+04  1.0491E+04 -4.5514E+04 -4.5535E+04  1.0501E+04
   27  5.5308E-04 -4.3289E+04  1.0461E+04 -4.3289E+04 -4.3311E+04  1.0461E+04
   28  5.8144E-04 -4.1172E+04  1.0431E+04 -4.1173E+04 -4.1194E+04  1.0439E+04
   29  6.1125E-04 -3.9159E+04  1.0400E+04 -3.9159E+04 -3.9181E+04  1.0399E+04
   30  6.4259E-04 -3.7244E+04  1.0368E+04 -3.7245E+04 -3.7266E+04  1.0375E+04
   31  6.7554E-04 -3.5423E+04  1.0336E+04 -3.5423E+04 -3.5445E+04  1.0335E+04
   32  7.1017E-04 -3.3690E+04  1.0302E+04 -3.3690E+04 -3.3712E+04  1.0309E+04
   33  7.4659E-04 -3.2042E+04  1.0269E+04 -3.2042E+04 -3.2064E+04  1.0268E+04
   34  7.8486E-04 -3.0474E+04  1.0234E+04 -3.0474E+04 -3.0496E+04  1.0239E+04
   35  8.2510E-04 -2.8983E+04  1.0198E+04 -2.8983E+04 -2.9005E+04  1.0198E+04
   36  8.6741E-04 -2.7564E+04  1.0162E+04 -2.7564E+04 -2.7586E+04  1.0167E+04
   37  9.1188E-04 -2.6215E+04  1.0125E+04 -2.6215E+04 -2.6236E+04  1.0124E+04
   38  9.5863E-04 -2.4931E+04  1.0086E+04 -2.4931E+04 -2.4953E+04  1.0091E+04
   39  1.0078E-03 -2.3710E+04  1.0047E+04 -2.3710E+04 -2.3732E+04  1.0047E+04
   40  1.0595E-03 -2.2549E+04  1.0007E+04 -2.2549E+04 -2.2570E+04  1.0011E+04
   41  1.1138E-03 -2.1444E+04  9.9653E+03 -2.1444E+04 -2.1466E+04  9.9650E+03
   42  1.1709E-03 -2.0393E+04  9.9227E+03 -2.0393E+04 -2.0415E+04  9.9261E+03
   43  1.2309E-03 -1.9393E+04  9.8788E+03 -1.9394E+04 -1.9415E+04  9.8787E+03
   44  1.2940E-03 -1.8443E+04  9.8338E+03 -1.8443E+04 -1.8464E+04  9.8369E+03
   45  1.3604E-03 -1.7538E+04  9.7874E+03 -1.7538E+04 -1.7559E+04  9.7873E+03
   46  1.4301E-03 -1.6678E+04  9.7396E+03 -1.6678E+04 -1.6699E+04  9.7424E+03
   47  1.5034E-03 -1.5859E+04  9.6904E+03 -1.5859E+04 -1.5880E+04  9.6904E+03
   48  1.5805E-03 -1.5081E+04  9.6397E+03 -1.5081E+04 -1.5102E+04  9.6423E+03
   49  1.6616E-03 -1.4340E+04  9.5875E+03 -1.4340E+04 -1.4361E+04  9.5876E+03
   50  1.7467E-03 -1.3636E+04  9.5336E+03 -1.3636E+04 -1.3657E+04  9.5360E+03
   51  1.8363E-03 -1.2965E+04  9.4781E+03 -1.2966E+04 -1.2987E+04  9.4783E+03
   52  1.9305E-03 -1.2328E+04  9.4208E+03 -1.2328E+04 -1.2349E+04  9.4230E+03
   53  2.0294E-03 -1.1722E+04  9.3617E+03 -1.1722E+04 -1.1743E+04  9.3620E+03
   54  2.1335E-03 -1.1145E+04  9.3007E+03 -1.1145E+04 -1.1166E+04  9.3027E+03
   55  2.2429E-03 -1.0596E+04  9.2377E+03 -1.0596E+04 -1.0617E+04  9.2380E+03
   56  2.3579E-03 -1.0074E+04  9.1727E+03 -1.0075E+04 -1.0095E+04  9.1746E+03
   57  2.4788E-03 -9.5781E+03  9.1056E+03 -9.5782E+03 -9.5989E+03  9.1060E+03
   58  2.6058E-03 -9.1059E+03  9.0363E+03 -9.1060E+03 -9.1267E+03  9.0381E+03
   59  2.7394E-03 -8.6567E+03  8.9647E+03 -8.6568E+03 -8.6775E+03  8.9651E+03
   60  2.8799E-03 -8.2294E+03  8.8908E+03 -8.2296E+03 -8.2501E+03  8.8924E+03
   61  3.0276E-03 -7.8230E+03  8.8144E+03 -7.8232E+03 -7.8437E+03  8.8149E+03
   62  3.1828E-03 -7.4364E+03  8.7355E+03 -7.4366E+03 -7.4570E+03  8.7371E+03
   63  3.3460E-03 -7.0687E+03  8.6540E+03 -7.0688E+03 -7.0892E+03  8.6545E+03
   64  3.5175E-03 -6.7189E+03  8.5699E+03 -6.7190E+03 -6.7393E+03  8.5713E+03
   65  3.6979E-03 -6.3862E+03  8.4829E+03 -6.3863E+03 -6.4065E+03  8.4835E+03
   66  3.8875E-03 -6.0696E+03  8.3932E+03 -6.0698E+03 -6.0900E+03  8.3946E+03
   67  4.0868E-03 -5.7686E+03  8.3005E+03 -5.7687E+03 -5.7888E+03  8.3011E+03
   68  4.2963E-03 -5.4822E+03  8.2049E+03 -5.4823E+03 -5.5024E+03  8.2062E+03
   69  4.5166E-03 -5.2098E+03  8.1062E+03 -5.2099E+03 -5.2299E+03  8.1067E+03
   70  4.7482E-03 -4.9507E+03  8.0043E+03 -4.9508E+03 -4.9707E+03  8.0055E+03
   71  4.9916E-03 -4.7042E+03  7.8992E+03 -4.7043E+03 -4.7241E+03  7.8998E+03
   72  5.2475E-03 -4.4698E+03  7.7909E+03 -4.4699E+03 -4.4896E+03  7.7920E+03
   73  5.5166E-03 -4.2468E+03  7.6792E+03 -4.2469E+03 -4.2665E+03  7.6798E+03
   74  5.7994E-03 -4.0346E+03  7.5641E+03 -4.0348E+03 -4.0543E+03  7.5652E+03
   75  6.0967E-03 -3.8329E+03  7.4456E+03 -3.8330E+03 -3.8524E+03  7.4462E+03
   76  6.4093E-03 -3.6409E+03  7.3236E+03 -3.6411E+03 -3.6604E+03  7.3247E+03
   77  6.7379E-03 -3.4584E+03  7.1981E+03 -3.4585E+03 -3.4777E+03  7.1987E+03
   78  7.0834E-03 -3.2848E+03  7.0691E+03 -3.2849E+03 -3.3040E+03  7.0701E+03
   79  7.4466E-03 -3.1196E+03  6.9365E+03 -3.1197E+03 -3.1387E+03  6.9370E+03
   80  7.8284E-03 -2.9625E+03  6.8003E+03 -2.9626E+03 -2.9815E+03  6.8013E+03
   81  8.2297E-03 -2.8131E+03  6.6606E+03 -2.8132E+03 -2.8319E+03  6.6612E+03
   82  8.6517E-03 -2.6710E+03  6.5174E+03 -2.6711E+03 -2.6897E+03  6.5183E+03
   83  9.0953E-03 -2.5358E+03  6.3706E+03 -2.5359E+03 -2.5544E+03  6.3712E+03
   84  9.5616E-03 -2.4072E+03  6.2205E+03 -2.4074E+03 -2.4256E+03  6.2213E+03
   85  1.0052E-02 -2.2850E+03  6.0670E+03 -2.2851E+03 -2.3032E+03  6.0675E+03
   86  1.0567E-02 -2.1687E+03  5.9102E+03 -2.1688E+03 -2.1868E+03  5.9110E+03
   87  1.1109E-02 -2.0581E+03  5.7502E+03 -2.0582E+03 -2.0760E+03  5.7507E+03
   88  1.1679E-02 -1.9529E+03  5.5872E+03 -1.9530E+03 -1.9707E+03  5.5879E+03
   89  1.2277E-02 -1.8528E+03  5.4212E+03 -1.8530E+03 -1.8704E+03  5.4218E+03
   90  1.2907E-02 -1.7577E+03  5.2526E+03 -1.7579E+03 -1.7751E+03  5.2533E+03
   91  1.3569E-02 -1.6673E+03  5.0815E+03 -1.6674E+03 -1.6845E+03  5.0820E+03
   92  1.4264E-02 -1.5812E+03  4.9080E+03 -1.5814E+03 -1.5983E+03  4.9087E+03
   93  1.4996E-02 -1.4994E+03  4.7325E+03 -1.4996E+03 -1.5163E+03  4.7330E+03
   94  1.5764E-02 -1.4217E+03  4.5552E+03 -1.4218E+03 -1.4383E+03  4.5559E+03
   95  1.6573E-02 -1.3477E+03  4.3765E+03 -1.3479E+03 -1.3641E+03  4.3770E+03
   96  1.7422E-02 -1.2774E+03  4.1966E+03 -1.2776E+03 -1.2936E+03  4.1972E+03
   97  1.8316E-02 -1.2106E+03  4.0159E+03 -1.2107E+03 -1.2265E+03  4.0164E+03
   98  1.9255E-02 -1.1471E+03  3.8348E+03 -1.1472E+03 -1.1628E+03  3.8354E+03
   99  2.0242E-02 -1.0867E+03  3.6536E+03 -1.0868E+03 -1.1021E+03  3.6541E+03
  100  2.1280E-02 -1.0293E+03  3.4729E+03 -1.0294E+03 -1.0445E+03  3.4735E+03
  101  2.2371E-02 -9.7471E+02  3.2929E+03 -9.7484E+02 -9.8966E+02  3.2935E+03
  102  2.3518E-02 -9.2287E+02  3.1143E+03 -9.2300E+02 -9.3754E+02  3.1149E+03
  103  2.4724E-02 -8.7361E+02  2.9375E+03 -8.7374E+02 -8.8801E+02  2.9380E+03
  104  2.5991E-02 -8.2680E+02  2.7629E+03 -8.2693E+02 -8.4092E+02  2.7635E+03
  105  2.7324E-02 -7.8234E+02  2.5911E+03 -7.8247E+02 -7.9616E+02  2.5917E+03
  106  2.8725E-02 -7.4010E+02  2.4226E+03 -7.4023E+02 -7.5362E+02  2.4232E+03
  107  3.0197E-02 -6.9999E+02  2.2578E+03 -7.0012E+02 -7.1320E+02  2.2584E+03
  108  3.1746E-02 -6.6189E+02  2.0973E+03 -6.6203E+02 -6.7479E+02  2.0979E+03
  109  3.3373E-02 -6.2572E+02  1.9416E+03 -6.2585E+02 -6.3830E+02  1.9421E+03
  110  3.5084E-02 -5.9138E+02  1.7910E+03 -5.9151E+02 -6.0363E+02  1.7916E+03
  111  3.6883E-02 -5.5878E+02  1.6460E+03 -5.5891E+02 -5.7070E+02  1.6466E+03
  112  3.8774E-02 -5.2784E+02  1.5071E+03 -5.2797E+02 -5.3942E+02  1.5078E+03
  113  4.0762E-02 -4.9848E+02  1.3746E+03 -4.9861E+02 -5.0972E+02  1.3753E+03
  114  4.2852E-02 -4.7062E+02  1.2489E+03 -4.7075E+02 -4.8151E+02  1.2496E+03
  115  4.5049E-02 -4.4419E+02  1.1302E+03 -4.4432E+02 -4.5473E+02  1.1308E+03
  116  4.7359E-02 -4.1911E+02  1.0187E+03 -4.1925E+02 -4.2931E+02  1.0194E+03
  117  4.9787E-02 -3.9533E+02  9.1457E+02 -3.9547E+02 -4.0518E+02  9.1531E+02
  118  5.2340E-02 -3.7278E+02  8.1799E+02 -3.7292E+02 -3.8228E+02  8.1875E+02
  119  5.5023E-02 -3.5140E+02  7.2894E+02 -3.5154E+02 -3.6055E+02  7.2972E+02
  120  5.7844E-02 -3.3113E+02  6.4740E+02 -3.3126E+02 -3.3994E+02  6.4820E+02
  121  6.0810E-02 -3.1191E+02  5.7326E+02 -3.1205E+02 -3.2038E+02  5.7408E+02
  122  6.3928E-02 -2.9370E+02  5.0636E+02 -2.9384E+02 -3.0184E+02  5.0719E+02
  123  6.7206E-02 -2.7644E+02  4.4645E+02 -2.7657E+02 -2.8425E+02  4.4730E+02
  124  7.0651E-02 -2.6008E+02  3.9324E+02 -2.6022E+02 -2.6758E+02  3.9410E+02
  125  7.4274E-02 -2.4458E+02  3.4638E+02 -2.4472E+02 -2.5178E+02  3.4726E+02
  126  7.8082E-02 -2.2989E+02  3.0546E+02 -2.3003E+02 -2.3681E+02  3.0634E+02
  127  8.2085E-02 -2.1598E+02  2.7005E+02 -2.1612E+02 -2.2264E+02  2.7093E+02
  128  8.6294E-02 -2.0280E+02  2.3965E+02 -2.0294E+02 -2.0921E+02  2.4052E+02
  129  9.0718E-02 -1.9032E+02  2.1377E+02 -1.9046E+02 -1.9650E+02  2.1465E+02
  130  9.5369E-02 -1.7850E+02  1.9189E+02 -1.7864E+02 -1.8447E+02  1.9275E+02
  131  1.0026E-01 -1.6731E+02  1.7351E+02 -1.6746E+02 -1.7310E+02  1.7437E+02
  132  1.0540E-01 -1.5672E+02  1.5811E+02 -1.5687E+02 -1.6234E+02  1.5893E+02
  133  1.1080E-01 -1.4670E+02  1.4520E+02 -1.4685E+02 -1.5218E+02  1.4601E+02
  134  1.1648E-01 -1.3723E+02  1.3433E+02 -1.3738E+02 -1.4257E+02  1.3509E+02
  135  1.2246E-01 -1.2827E+02  1.2507E+02 -1.2842E+02 -1.3350E+02  1.2581E+02
  136  1.2873E-01 -1.1981E+02  1.1703E+02 -1.1996E+02 -1.2493E+02  1.1771E+02
  137  1.3534E-01 -1.1181E+02  1.0989E+02 -1.1197E+02 -1.1684E+02  1.1054E+02
  138  1.4227E-01 -1.0427E+02  1.0335E+02 -1.0444E+02 -1.0920E+02  1.0394E+02
  139  1.4957E-01 -9.7167E+01  9.7194E+01 -9.7333E+01 -1.0201E+02  9.7749E+01
  140  1.5724E-01 -9.0472E+01  9.1238E+01 -9.0642E+01 -9.5218E+01  9.1723E+01
  141  1.6530E-01 -8.4173E+01  8.5355E+01 -8.4346E+01 -8.8825E+01  8.5802E+01
  142  1.7377E-01 -7.8253E+01  7.9466E+01 -7.8430E+01 -8.2805E+01  7.9840E+01
  143  1.8268E-01 -7.2694E+01  7.3530E+01 -7.2876E+01 -7.7142E+01  7.3866E+01
  144  1.9205E-01 -6.7483E+01  6.7545E+01 -6.7668E+01 -7.1817E+01  6.7813E+01
