 1.4900000000E-4  4.1371858320E-1   0.0000000000E0
 1.5386228084E-4  4.1373760681E-1   0.0000000000E0
 1.5888323130E-4  4.1376878713E-1   0.0000000000E0
 1.6406802923E-4  4.1380714915E-1   0.0000000000E0
 1.6942202140E-4  4.1385107279E-1   0.0000000000E0
 1.7495072910E-4  4.1389965729E-1   0.0000000000E0
 1.8065985378E-4  4.1395231104E-1   0.0000000000E0
 1.8655528294E-4  4.1400860874E-1   0.0000000000E0
 1.9264309621E-4  4.1406822649E-1   0.0000000000E0
 1.9892957161E-4  4.1413090748E-1   0.0000000000E0
 2.0542119204E-4  4.1419644195E-1   0.0000000000E0
 2.1212465194E-4  4.1426465459E-1   0.0000000000E0
 2.1904686422E-4  4.1433539618E-1   0.0000000000E0
 2.2619496738E-4  4.1440853783E-1   0.0000000000E0
 2.3357633285E-4  4.1448396681E-1   0.0000000000E0
 2.4119857263E-4  4.1456158350E-1   0.0000000000E0
 2.4906954710E-4  4.1464129906E-1   0.0000000000E0
 2.5719737318E-4  4.1472303369E-1   0.0000000000E0
 2.6559043264E-4  4.1480671519E-1   0.0000000000E0
 2.7425738076E-4  4.1489227788E-1   0.0000000000E0
 2.8320715530E-4  4.1497966164E-1   0.0000000000E0
 2.9244898566E-4  4.1506881126E-1   0.0000000000E0
 3.0199240243E-4  4.1515967575E-1   0.0000000000E0
 3.1184724720E-4  4.1525220788E-1   0.0000000000E0
 3.2202368273E-4  4.1534636374E-1   0.0000000000E0
 3.3253220341E-4  4.1544210236E-1   0.0000000000E0
 3.4338364609E-4  4.1553938544E-1   0.0000000000E0
 3.5458920127E-4  4.1563817702E-1   0.0000000000E0
 3.6616042461E-4  4.1573844333E-1   0.0000000000E0
 3.7810924887E-4  4.1584015253E-1   0.0000000000E0
 3.9044799622E-4  4.1594327452E-1   0.0000000000E0
 4.0318939091E-4  4.1604778086E-1   0.0000000000E0
 4.1634657245E-4  4.1615364457E-1   0.0000000000E0
 4.2993310909E-4  4.1626084003E-1   0.0000000000E0
 4.4396301189E-4  4.1636934286E-1   0.0000000000E0
 4.5845074910E-4  4.1647912985E-1   0.0000000000E0
 4.7341126112E-4  4.1659017885E-1   0.0000000000E0
 4.8885997591E-4  4.1670246870E-1   0.0000000000E0
 5.0481282485E-4  4.1681597917E-1   0.0000000000E0
 5.2128625923E-4  4.1693069086E-1   0.0000000000E0
 5.3829726721E-4  4.1704658520E-1   0.0000000000E0
 5.5586339128E-4  4.1716364435E-1   0.0000000000E0
 5.7400274641E-4  4.1728185117E-1   0.0000000000E0
 5.9273403871E-4  4.1740118920E-1   0.0000000000E0
 6.1207658473E-4  4.1752164255E-1   0.0000000000E0
 6.3205033136E-4  4.1764319595E-1   0.0000000000E0
 6.5267587642E-4  4.1776583466E-1   0.0000000000E0
 6.7397448988E-4  4.1788954446E-1   0.0000000000E0
 6.9596813583E-4  4.1801431161E-1   0.0000000000E0
 7.1867949508E-4  4.1814012282E-1   0.0000000000E0
 7.4213198861E-4  4.1826696527E-1   0.0000000000E0
 7.6634980167E-4  4.1839482652E-1   0.0000000000E0
 7.9135790874E-4  4.1852369452E-1   0.0000000000E0
 8.1718209930E-4  4.1865355762E-1   0.0000000000E0
 8.4384900441E-4  4.1878440450E-1   0.0000000000E0
 8.7138612415E-4  4.1891622418E-1   0.0000000000E0
 8.9982185605E-4  4.1904900601E-1   0.0000000000E0
 9.2918552428E-4  4.1918273964E-1   0.0000000000E0
 9.5950740996E-4  4.1931741500E-1   0.0000000000E0
 9.9081878239E-4  4.1945302232E-1   0.0000000000E0
 1.0231519312E-3  4.1958955208E-1   0.0000000000E0
 1.0565401999E-3  4.1972699502E-1   0.0000000000E0
 1.0910180198E-3  4.1986534211E-1   0.0000000000E0
 1.1266209460E-3  4.2000458459E-1   0.0000000000E0
 1.1633856939E-3  4.2014471388E-1   0.0000000000E0
 1.2013501769E-3  4.2028572164E-1   0.0000000000E0
 1.2405535456E-3  4.2042759973E-1   0.0000000000E0
 1.2810362284E-3  4.2057034020E-1   0.0000000000E0
 1.3228399727E-3  4.2071393532E-1   0.0000000000E0
 1.3660078884E-3  4.2085837749E-1   0.0000000000E0
 1.4105844923E-3  4.2100365934E-1   0.0000000000E0
