#HD#     0.1314424206E+01     0.3127577840E+02 
    0.1525201692E+00     0.6869376403E-02    -0.4399828275E-04     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1732564815E+05 
    0.3715942510E+00     0.1674704772E-01    -0.2598583616E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4578881190E+04 
    0.6097182529E+00     0.2744252490E-01    -0.6959333966E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2190072530E+04 
    0.8668921749E+00     0.3893878340E-01    -0.1398932173E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1299114592E+04 
    0.1143116017E+01     0.5121492277E-01    -0.2417940959E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.8630998490E+03 
    0.1438389779E+01     0.6424567510E-01    -0.3804158000E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6153770925E+03 
    0.1752713462E+01     0.7800090365E-01    -0.5610622253E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4605809900E+03 
    0.2086087065E+01     0.9244509479E-01    -0.7891937703E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3572268914E+03 
    0.2438510587E+01     0.1075368459E+00    -0.1070399429E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2847593754E+03 
    0.2809984030E+01     0.1232283519E+00    -0.1410368616E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2319961983E+03 
    0.3200507394E+01     0.1394648907E+00    -0.1814862762E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1924098076E+03 
    0.3610080677E+01     0.1561843118E+00    -0.2289686674E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1619735030E+03 
    0.4038703880E+01     0.1733165250E+00    -0.2840659633E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1380903670E+03 
    0.4486377004E+01     0.1907829921E+00    -0.3473586152E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1190231352E+03 
    0.4953100048E+01     0.2084962216E+00    -0.4194226295E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1035734086E+03 
    0.5438873011E+01     0.2263592627E+00    -0.5008265406E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9089263657E+02 
    0.5943695895E+01     0.2442652013E+00    -0.5921283089E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.8036631282E+02 
    0.6467568700E+01     0.2620966538E+00    -0.6938721225E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7154061407E+02 
    0.7010491424E+01     0.2797252570E+00    -0.8065850801E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6407455882E+02 
    0.7572464068E+01     0.2970111533E+00    -0.9307737281E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5770800647E+02 
    0.8153486633E+01     0.3138024666E+00    -0.1066920425E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5223976685E+02 
    0.8753559118E+01     0.3299347668E+00    -0.1215479502E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4751232389E+02 
    0.9372681523E+01     0.3452305198E+00    -0.1376873186E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4340098294E+02 
    0.1001085385E+02     0.3594985190E+00    -0.1551487252E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3980603557E+02 
    0.1066807609E+02     0.3725332946E+00    -0.1739666375E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3664701962E+02 
    0.1134434826E+02     0.3841144965E+00    -0.1941709141E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3385845818E+02 
    0.1203967034E+02     0.3940062474E+00    -0.2157862682E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3138665770E+02 
    0.1275404235E+02     0.4019564601E+00    -0.2388316912E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2918727507E+02 
    0.1348746428E+02     0.4076961170E+00    -0.2633198325E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2722344995E+02 
    0.1423993612E+02     0.4109385037E+00    -0.2892563333E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2546435743E+02 
    0.1501145789E+02     0.4113783953E+00    -0.3166391131E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2388407649E+02 
    0.1580202957E+02     0.4086911874E+00    -0.3454576071E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2246069820E+02 
    0.1661165118E+02     0.4025319697E+00    -0.3756919546E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2117561754E+02 
    0.1744032271E+02     0.3925345340E+00    -0.4073121404E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2001296709E+02 
    0.1828804415E+02     0.3783103132E+00    -0.4402770923E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1895916119E+02 
    0.1915481552E+02     0.3594472456E+00    -0.4745337396E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1800252688E+02 
    0.2004063681E+02     0.3355085587E+00    -0.5100160410E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1713300339E+02 
