natx =      250
    x       y        z       iph  
      6.32199     -3.65000     11.92000   1     13.97771
      0.00000     -7.30000    -11.92000   1     13.97771
     -6.32199     -3.65000     11.92000   1     13.97771
      6.32199      3.65000    -11.92000   1     13.97771
     -6.32199      3.65000    -11.92000   1     13.97771
     -6.32199     -3.65000    -11.92000   1     13.97771
      6.32199      3.65000     11.92000   1     13.97771
      6.32199    -10.95000     -5.96000   1     13.97825
      6.32199    -10.95000      5.96000   1     13.97825
     -6.32199     10.95000      5.96000   1     13.97825
     -6.32199     10.95000     -5.96000   1     13.97825
     -8.42931     10.95000      2.98000   1     14.13634
     -8.42931     10.95000     -2.98000   1     14.13634
     -8.42931      7.30000      8.94000   1     14.29220
     -8.42931      7.30000     -8.94000   1     14.29220
      4.21466    -10.95000      8.94000   1     14.75091
      4.21466    -10.95000     -8.94000   1     14.75091
      1.05366      1.82500     14.90000   1     15.04828
     -2.10733      0.00000     14.90000   1     15.04828
      1.05366     -1.82500     14.90000   1     15.04828
      3.16099     -9.12500    -11.92000   1     15.34092
     -3.16099      9.12500    -11.92000   1     15.34092
      3.16099     -9.12500     11.92000   1     15.34092
     -3.16099      9.12500     11.92000   1     15.34092
      6.32199     -7.30000     11.92000   1     15.34092
     -6.32199      7.30000     11.92000   1     15.34092
      6.32199     -7.30000    -11.92000   1     15.34092
     -6.32199      7.30000    -11.92000   1     15.34092
     -2.10733      3.65000     14.90000   1     15.48462
     -2.10733     -3.65000     14.90000   1     15.48462
      4.21466      0.00000     14.90000   1     15.48462
      4.21466     -3.65000     14.90000   1     15.90899
      1.05366     -5.47500     14.90000   1     15.90899
     -5.26832     -1.82500     14.90000   1     15.90899
      1.05366      5.47500     14.90000   1     15.90899
     -5.26832      1.82500     14.90000   1     15.90899
      4.21466      3.65000     14.90000   1     15.90899
     -8.42931     10.95000     -8.94000   1     16.45842
     -8.42931     10.95000      8.94000   1     16.45842
     -5.26832     -5.47500     14.90000   1     16.72545
     -5.26832      5.47500     14.90000   1     16.72545
     -2.10733     -7.30000     14.90000   1     16.72545
     -2.10733      7.30000     14.90000   1     16.72545
     -8.42931      0.00000     14.90000   1     17.11909
      4.21466     -7.30000     14.90000   1     17.11909
      6.32199    -10.95000     11.92000   1     17.37689
     -6.32199     10.95000    -11.92000   1     17.37689
      6.32199    -10.95000    -11.92000   1     17.37689
     -6.32199     10.95000     11.92000   1     17.37689
     -8.42931     -3.65000     14.90000   1     17.50388
     -8.42931      3.65000     14.90000   1     17.50388
      1.05366     -9.12500     14.90000   1     17.50388
     -5.26832      9.12500     14.90000   1     18.24913
     -8.42931      7.30000     14.90000   1     18.61057
      4.21466    -10.95000     14.90000   1     18.96512
     -8.42931     10.95000     14.90000   1     20.32156
