 #          32          32          32         120
#     2.6428894996643     6.2831897735596     2.6428894996643    10.0000000000000
 -1.029792580305265E-003 -1.394051974736773E-003 -1.737527231865562E-003
 -2.004659994619420E-003 -2.154276054166499E-003 -2.170685009983484E-003
 -2.038243503826601E-003 -1.772740845760585E-003 -1.386520645540181E-003
 -9.090876955727870E-004 -3.588324664489612E-004  2.481634134218769E-004
  8.814359070649260E-004  1.387131688752854E-003  1.540378768370622E-003
  1.166485011605912E-003  3.471584289747449E-004 -7.252688591198380E-004
 -1.264759134158113E-003 -1.275175147678954E-003 -9.758099471260828E-004
 -5.286395824484058E-004 -8.032069745808580E-005  2.914668559039471E-004
  5.602971125499317E-004  6.599867265980596E-004  6.605456446936449E-004
  5.735719684018427E-004  4.713055964725441E-004  3.654171230445978E-004
  2.620490508469513E-004  1.730734683323605E-004 -9.564220326829021E-004
 -1.318552981832457E-003 -1.674936251481310E-003 -1.973326447944356E-003
 -2.174220540289465E-003 -2.261699044455981E-003 -2.211531603654518E-003
 -2.034267419123930E-003 -1.724694320254013E-003 -1.312575137586374E-003
 -8.072820721086894E-004 -2.126791794146094E-004  4.506341140464167E-004
  1.024319256703997E-003  1.293189962298702E-003  1.073008619718634E-003
  3.673238369960355E-004 -6.776263173951404E-004 -1.214990868086439E-003
 -1.225025250272775E-003 -9.234630407253115E-004 -4.721047828563131E-004
 -2.050669109088576E-005  3.522992525297876E-004  6.193814901977318E-004
  7.154465307911938E-004  7.100423871275277E-004  6.154823411402166E-004
  5.050421126532859E-004  3.911456922183935E-004  2.805801226876217E-004
  1.855201685239985E-004 -8.837957358890741E-004 -1.246221001456227E-003
 -1.618887970899889E-003 -1.952587677260196E-003 -2.209064372074977E-003
 -2.371812708324989E-003 -2.407515469044646E-003 -2.321538046099816E-003
 -2.090357805551850E-003 -1.744326328675861E-003 -1.282577629387873E-003
 -6.967047589891713E-004  4.091926576042203E-006  6.570329679031940E-004
  1.055928249078454E-003  1.001930262647394E-003  4.042164303762917E-004
 -6.337663842040229E-004 -1.187779158923728E-003 -1.210930945197325E-003
 -9.157121471184500E-004 -4.639795081375839E-004 -9.297212315907339E-006
  3.665916299775404E-004  6.357364985149936E-004  7.336068035788366E-004
  7.283687128125277E-004  6.325976042858720E-004  5.198547117086814E-004
  4.032175782836184E-004  2.898903127004522E-004  1.922281224365660E-004
 -8.101925265022125E-004 -1.174753946934274E-003 -1.566383256345618E-003
 -1.938506623077125E-003 -2.253726982491216E-003 -2.494609107365704E-003
 -2.618461066215843E-003 -2.625569303356621E-003 -2.473881468379921E-003
 -2.193976349040093E-003 -1.774736714409110E-003 -1.194055361906436E-003
 -4.493925769737608E-004  2.927536639747276E-004  8.344782506567908E-004
  9.569474215877790E-004  4.586109120061263E-004 -5.944109845374216E-004
 -1.184206842340298E-003 -1.233977132535385E-003 -9.535757448714854E-004
 -5.051632661431045E-004 -4.771890494578956E-005  3.333902538216455E-004
  6.082941867168843E-004  7.133681854013452E-004  7.143192998587826E-004
  6.237367014084262E-004  5.146402820913031E-004  4.006501672255183E-004
  2.891737515364236E-004  1.925767976694767E-004 -7.333653289985536E-004
 -1.101392099530178E-003 -1.513997386123987E-003 -1.926775061155568E-003
 -2.302742622347318E-003 -2.623200281425059E-003 -2.836206437624633E-003
 -2.936703587897756E-003 -2.864946087030953E-003 -2.650698206688636E-003
 -2.272546191621244E-003 -1.694167798452426E-003 -9.002684712334177E-004
 -6.030975381897582E-005  6.353236892320009E-004  9.422535040036170E-004
  5.315763274056412E-004 -5.605388143140443E-004 -1.205867526948780E-003
 -1.295662806196266E-003 -1.038253426668940E-003 -5.966862215544470E-004
 -1.366166924426219E-004  2.518420555033537E-004  5.361305685367722E-004
  6.538040420508027E-004  6.668663750054806E-004  5.877894933637426E-004
  4.882767323738861E-004  3.823962805923944E-004  2.775696265836561E-004
  1.859141433897619E-004 -6.503704501984082E-004 -1.022754348193577E-003
 -1.457792879722464E-003 -1.912646449827873E-003 -2.350285629777611E-003
 -2.750449604254035E-003 -3.052338500411416E-003 -3.245491061319287E-003
 -3.253157200184793E-003 -3.103695920095398E-003 -2.765094410540728E-003
 -2.186654206662314E-003 -1.339223937096726E-003 -3.942232358004789E-004
  4.648093150899214E-004  9.622300956174559E-004  6.243654958040645E-004
 -5.328534407829152E-004 -1.254038598647267E-003 -1.397172679134732E-003
 -1.170618354684007E-003 -7.391500175191109E-004 -2.764478518445969E-004
  1.214720604307490E-004  4.187178148344988E-004  5.541302863072429E-004
  5.850445245585111E-004  5.236400980551303E-004  4.395686325166625E-004
  3.472733742394102E-004  2.540186843884534E-004  1.714063083855229E-004
 -5.576063104287463E-004 -9.346046544949122E-004 -1.392739920274364E-003
 -1.890113750130390E-003 -2.388951050422290E-003 -2.867154147524729E-003
 -3.255795210543438E-003 -3.539109965094718E-003 -3.624444763478305E-003
 -3.538469864066323E-003 -3.238022496741438E-003 -2.657708810381820E-003
 -1.754023574128291E-003 -6.987553301537901E-004  3.308305967812384E-004
  1.021544031280954E-003  7.366230698773965E-004 -5.134168877328576E-004
 -1.330479429385638E-003 -1.539639707146351E-003 -1.351268251239830E-003
 -9.328517801330206E-004 -4.674370096299778E-004 -5.798877665157312E-005
  2.556153746189547E-004  4.135777517661121E-004  4.677245756539288E-004
  4.297945774935154E-004  3.667720428869169E-004  2.934670827640105E-004
